CodEstacao,timestamp_source_naive,timestamp_utc_assuming_minus03,timezone_status,datum_status,NivelFinal,level_m,CQ_NivelFinal,duplicate_conflict,source_file
86510000,2020-07-08T23:30:00,2020-07-09T02:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2120.00,21.2,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T23:45:00,2020-07-09T02:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2114.00,21.14,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T00:00:00,2020-07-09T03:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2102.00,21.02,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T00:15:00,2020-07-09T03:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2099.00,20.99,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T00:30:00,2020-07-09T03:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2089.00,20.89,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T00:45:00,2020-07-09T03:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2070.00,20.7,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T01:00:00,2020-07-09T04:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2064.00,20.64,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T01:15:00,2020-07-09T04:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2060.00,20.6,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T01:30:00,2020-07-09T04:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2054.00,20.54,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T01:45:00,2020-07-09T04:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2035.00,20.35,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T02:00:00,2020-07-09T05:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2026.00,20.26,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T02:15:00,2020-07-09T05:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2011.00,20.11,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T02:30:00,2020-07-09T05:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2009.00,20.09,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T02:45:00,2020-07-09T05:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,1996.00,19.96,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T03:00:00,2020-07-09T06:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,1980.00,19.8,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T03:15:00,2020-07-09T06:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,1972.00,19.72,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T03:30:00,2020-07-09T06:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,1960.00,19.6,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T03:45:00,2020-07-09T06:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,1955.00,19.55,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-20T09:00:00,2020-07-20T12:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,21.20,0.212,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-20T09:15:00,2020-07-20T12:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,15.40,0.154,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
