phase,family,epoch,reported_q_m3_s,observed_h_m,stage_m
validation,original_membership,1767358800.0,752.6,4.19,4.229199088038047
validation,original_membership,1767362400.0,735.55,4.14,4.174360495553294
validation,original_membership,1767366000.0,725.4,4.11,4.1414959799701725
validation,original_membership,1767369600.0,715.3,4.08,4.108627578654962
validation,original_membership,1767373200.0,708.59,4.06,4.086698253002857
validation,original_membership,1767376800.0,698.58,4.03,4.053843649764588
validation,original_membership,1767380400.0,695.26,4.02,4.042909220817121
validation,original_membership,1767384000.0,685.32,3.99,4.010058118404205
validation,original_membership,1767387600.0,678.72,3.97,3.9881501172612044
validation,original_membership,1767391200.0,668.87,3.94,3.955309975749165
validation,original_membership,1767394800.0,659.08,3.91,3.9224958118781923
validation,original_membership,1767398400.0,646.11,3.87,3.878749635380131
validation,original_membership,1767402000.0,639.66,3.85,3.856876264079546
validation,original_membership,1767405600.0,633.24,3.83,3.8350251396938195
validation,original_membership,1767409200.0,623.65,3.8,3.8022344975912654
validation,original_membership,1767412800.0,617.29,3.78,3.780387256966579
validation,original_membership,1767416400.0,610.95,3.76,3.7585274064387675
validation,original_membership,1767420000.0,601.49,3.73,3.725756586760925
validation,original_membership,1767423600.0,595.21,3.71,3.703898584452721
validation,original_membership,1767427200.0,588.96,3.69,3.6820618920750325
validation,original_membership,1767430800.0,582.74,3.67,3.660246511288091
validation,original_membership,1767434400.0,576.54,3.65,3.638417165706819
validation,original_membership,1767438000.0,567.29,3.62,3.605690410549707
validation,original_membership,1767441600.0,561.15,3.6,3.5838601197010354
validation,original_membership,1767445200.0,555.04,3.58,3.562050422318449
validation,original_membership,1767448800.0,555.04,3.58,3.562050422318449
validation,original_membership,1767452400.0,555.04,3.58,3.562050422318449
validation,original_membership,1767456000.0,552.0,3.57,3.551166730255785
validation,original_membership,1767459600.0,530.85,3.5,3.474835486286358
validation,original_membership,1767463200.0,486.62,3.35,3.3115449854457344
validation,original_membership,1767466800.0,421.68,3.12,3.061666669118404
validation,original_membership,1767470400.0,364.09,2.89,2.8281211791561427
validation,original_membership,1767474000.0,319.52,2.69,2.638039936248601
validation,original_membership,1767477600.0,287.53,2.54,2.495628389946003
validation,original_membership,1767481200.0,268.96,2.45,2.4103252341482793
validation,original_membership,1767484800.0,289.63,2.55,2.505147476787717
validation,original_membership,1767488400.0,396.58,3.03,2.9613980310276746
validation,original_membership,1767495600.0,614.11,3.77,3.7694330717592948
validation,original_membership,1767499200.0,646.11,3.87,3.878749635380131
validation,original_membership,1767502800.0,652.58,3.89,3.90061150221282
validation,original_membership,1767506400.0,642.88,3.86,3.867805931245112
validation,original_membership,1767510000.0,626.84,3.81,3.813162060387568
validation,original_membership,1767513600.0,607.79,3.75,3.7476012874887474
validation,original_membership,1767517200.0,588.96,3.69,3.6820618920750325
validation,original_membership,1767520800.0,564.22,3.61,3.594786022824543
validation,original_membership,1767524400.0,542.9,3.54,3.518456688935766
validation,original_membership,1767528000.0,524.87,3.48,3.4530547438985364
validation,original_membership,1767531600.0,510.03,3.43,3.3986113328963032
validation,original_membership,1767535200.0,498.27,3.39,3.3550588428732406
validation,original_membership,1767538800.0,489.52,3.36,3.3224117180038863
validation,original_membership,1767542400.0,483.72,3.34,3.3006547670245245
validation,original_membership,1767546000.0,466.48,3.28,3.2354187942251107
validation,original_membership,1767549600.0,427.19,3.14,3.0833853169086165
validation,original_membership,1767553200.0,368.67,2.91,2.8471620978322605
validation,original_membership,1767556800.0,310.86,2.65,2.6000189725165903
validation,original_membership,1767560400.0,260.85,2.41,2.3724048809712253
validation,original_membership,1767564000.0,217.95,2.19,2.1641882471202067
validation,original_membership,1767567600.0,185.05,2.01,1.994238565194129
validation,original_membership,1767571200.0,159.19,1.86,1.8528184577689537
validation,original_membership,1767574800.0,149.26,1.8,1.796332755676615
validation,original_membership,1767578400.0,246.89,2.34,2.306114607880428
validation,original_membership,1767582000.0,424.43,3.13,3.0725190523923964
validation,original_membership,1767585600.0,518.92,3.46,3.431293862542552
validation,original_membership,1767589200.0,576.54,3.65,3.638417165706819
validation,original_membership,1767592800.0,610.95,3.76,3.7585274064387675
validation,original_membership,1767596400.0,607.79,3.75,3.7476012874887474
validation,original_membership,1767600000.0,582.74,3.67,3.660246511288091
validation,original_membership,1767603600.0,545.92,3.55,3.5293339748036776
validation,original_membership,1767607200.0,515.95,3.45,3.4203979054404994
validation,original_membership,1767610800.0,495.35,3.38,3.344187294533103
validation,original_membership,1767614400.0,483.72,3.34,3.3006547670245245
validation,original_membership,1767618000.0,475.07,3.31,3.268030464888503
validation,original_membership,1767621600.0,472.2,3.3,3.257158545278593
validation,original_membership,1767625200.0,469.34,3.29,3.2463006676069677
validation,original_membership,1767628800.0,455.12,3.24,3.1919547556454875
validation,original_membership,1767632400.0,416.2,3.1,3.0399640594619695
validation,original_membership,1767636000.0,366.38,2.9,2.837652417094338
validation,original_membership,1767639600.0,313.02,2.66,2.6095377978301815
validation,original_membership,1767643200.0,264.89,2.43,2.391347494519216
validation,original_membership,1767646800.0,225.54,2.23,2.202039083529056
validation,original_membership,1767650400.0,193.98,2.06,2.041380215828914
validation,original_membership,1767654000.0,174.53,1.95,1.937631875245532
validation,original_membership,1767657600.0,206.76,2.13,2.1075009700995286
validation,original_membership,1767661200.0,308.71,2.64,2.5905203914068955
validation,original_membership,1767664800.0,382.53,2.97,2.904268681605744
validation,original_membership,1767668400.0,418.94,3.11,3.050828219575852
validation,original_membership,1767672000.0,432.72,3.16,3.105080999462994
validation,original_membership,1767675600.0,435.5,3.17,3.115949728546606
validation,original_membership,1767679200.0,435.5,3.17,3.115949728546606
validation,original_membership,1767682800.0,435.5,3.17,3.115949728546606
validation,original_membership,1767686400.0,432.72,3.16,3.105080999462994
validation,original_membership,1767690000.0,432.72,3.16,3.105080999462994
validation,original_membership,1767693600.0,432.72,3.16,3.105080999462994
validation,original_membership,1767697200.0,432.72,3.16,3.105080999462994
validation,original_membership,1767700800.0,435.5,3.17,3.115949728546606
validation,original_membership,1767704400.0,441.07,3.19,3.1376509593219977
validation,original_membership,1767708000.0,446.67,3.21,3.15936921833806
validation,original_membership,1767711600.0,449.48,3.22,3.170229942421226
validation,original_membership,1767715200.0,443.87,3.2,3.1485224967231438
validation,original_membership,1767718800.0,424.43,3.13,3.0725190523923964
validation,original_membership,1767722400.0,382.53,2.97,2.904268681605744
validation,original_membership,1767726000.0,334.87,2.76,2.7045282649597175
validation,original_membership,1767729600.0,285.45,2.53,2.4861751013973015
validation,original_membership,1767733200.0,242.95,2.32,2.287161405471363
validation,original_membership,1767736800.0,206.76,2.13,2.1075009700995286
validation,original_membership,1767740400.0,178.01,1.97,1.9564907156729252
validation,original_membership,1767744000.0,164.25,1.89,1.8811092809689804
validation,original_membership,1767747600.0,188.6,2.03,2.0130756735545323
validation,original_membership,1767751200.0,273.04,2.47,2.42924546630972
validation,original_membership,1767754800.0,352.74,2.84,2.780556575540094
validation,original_membership,1767758400.0,394.22,3.02,2.951853808344073
validation,original_membership,1767762000.0,416.2,3.1,3.0399640594619695
validation,original_membership,1767765600.0,424.43,3.13,3.0725190523923964
validation,original_membership,1767769200.0,424.43,3.13,3.0725190523923964
validation,original_membership,1767772800.0,408.04,3.07,3.0074548944876254
validation,original_membership,1767776400.0,375.57,2.94,2.875687214942859
validation,original_membership,1767780000.0,334.87,2.76,2.7045282649597175
validation,original_membership,1767783600.0,293.83,2.57,2.524110982555761
validation,original_membership,1767787200.0,258.84,2.4,2.3629408968101333
validation,original_membership,1767790800.0,229.36,2.25,2.2209143271831238
validation,original_membership,1767794400.0,208.61,2.14,2.1169481389320652
validation,original_membership,1767798000.0,192.18,2.05,2.031942330354666
validation,original_membership,1767801600.0,179.76,1.98,1.9659238123331468
validation,original_membership,1767805200.0,174.53,1.95,1.937631875245532
validation,original_membership,1767808800.0,169.36,1.92,1.909360996170838
validation,original_membership,1767812400.0,165.94,1.9,1.8904875863603263
validation,original_membership,1767816000.0,160.87,1.87,1.8622471045542905
validation,original_membership,1767819600.0,152.55,1.82,1.8151942553585547
validation,original_membership,1767823200.0,141.17,1.75,1.749300119453222
validation,original_membership,1767826800.0,130.14,1.68,1.683568864511364
validation,original_membership,1767830400.0,119.44,1.61,1.6178452957971285
validation,original_membership,1767834000.0,112.01,1.56,1.5709464179303487
validation,original_membership,1767837600.0,107.63,1.53,1.5427713389402036
validation,original_membership,1767841200.0,110.54,1.55,1.5615356525515467
validation,original_membership,1767844800.0,127.04000000000002,1.66,1.6647358796693927
validation,original_membership,1767848400.0,162.55,1.88,1.871640147305265
validation,original_membership,1767852000.0,197.6,2.08,2.0602653541795015
validation,original_membership,1767855600.0,221.73,2.21,2.1830975333439824
validation,original_membership,1767859200.0,237.09,2.29,2.2587647919750315
validation,original_membership,1767862800.0,244.92,2.33,2.2966518136141993
validation,original_membership,1767866400.0,244.92,2.33,2.2966518136141993
validation,original_membership,1767870000.0,237.09,2.29,2.2587647919750315
validation,original_membership,1767873600.0,223.63,2.22,2.1925580639677813
validation,original_membership,1767877200.0,210.47,2.15,2.1264158257985724
validation,original_membership,1767880800.0,199.42,2.09,2.0697127047312853
validation,original_membership,1767884400.0,190.39,2.04,2.02252506687463
validation,original_membership,1767888000.0,185.05,2.01,1.994238565194129
validation,original_membership,1767891600.0,181.51,1.99,1.9753236989576475
validation,original_membership,1767895200.0,179.76,1.98,1.9659238123331468
validation,original_membership,1767898800.0,178.01,1.97,1.9564907156729252
validation,original_membership,1767902400.0,178.01,1.97,1.9564907156729252
validation,original_membership,1767906000.0,178.01,1.97,1.9564907156729252
validation,original_membership,1767909600.0,179.76,1.98,1.9659238123331468
validation,original_membership,1767913200.0,179.76,1.98,1.9659238123331468
validation,original_membership,1767916800.0,179.76,1.98,1.9659238123331468
validation,original_membership,1767920400.0,179.76,1.98,1.9659238123331468
