phase,profile,horizon_h,family,subset,partition,category,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,observed_hit_fraction,sum_abs_error_m,sum_error_m,mae_m,bias_m,max_abs_m,under_by_more_than_0_5m,over_by_more_than_0_5m
validation,B,2,profile_A_control,all,training_response_support,unknown,63,34,29,0,29,0,0.0,0.0,0.0,,,,0,0
validation,B,2,profile_B_control,all,known_trend,rising,654,3,651,651,0,645,0.9907834101382489,46.619986655009065,-9.562892776192387,0.07161288272658843,-0.014689543435011346,0.8599866382072543,4,2
validation,B,2,profile_B_control,all,known_trend,falling,513,0,513,513,0,513,1.0,23.091988624600795,5.498442090019824,0.045013623049904083,0.01071821070179303,0.43584841697595955,0,0
validation,B,2,profile_B_control,all,known_trend,stable,5324,29,5295,5295,0,5291,0.9992445703493862,157.02327852593203,-3.8890537185610454,0.02965501010876903,-0.0007344766229577045,0.915431615571995,3,1
validation,B,2,profile_B_control,all,known_trend,unknown,59,2,57,28,29,26,0.45614035087719296,3.388246673862912,-1.006600728698683,0.12100880978081828,-0.03595002602495296,0.8667063184765595,2,0
validation,B,2,profile_B_control,all,future_response,rising,270,0,270,270,0,261,0.9666666666666667,37.146961092547784,-25.484291422127484,0.1375813373798066,-0.09438626452639809,0.915431615571995,9,0
validation,B,2,profile_B_control,all,future_response,falling,89,0,89,89,0,89,1.0,4.461757281270572,4.082274054320553,0.05013210428393901,0.04586824780135453,0.25230529614499453,0,0
validation,B,2,profile_B_control,all,future_response,stable,6128,0,6128,6128,0,6125,0.9995104438642297,188.51478210558642,12.441912234374643,0.030762856087726245,0.0020303381583509535,0.74074507895675,0,3
validation,B,2,profile_B_control,all,future_response,unknown,63,34,29,0,29,0,0.0,0.0,0.0,,,,0,0
validation,B,2,profile_B_control,all,training_response_support,below,2,0,2,2,0,2,1.0,0.438799884482842,0.438799884482842,0.219399942241421,0.219399942241421,0.25230529614499453,0,0
validation,B,2,profile_B_control,all,training_response_support,within,6485,0,6485,6485,0,6473,0.9981495759444873,229.68470059492196,-9.398905017915132,0.035417841263673394,-0.001449329995052449,0.915431615571995,9,3
validation,B,2,profile_B_control,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,profile_B_control,all,training_response_support,unknown,63,34,29,0,29,0,0.0,0.0,0.0,,,,0,0
validation,B,2,mixed_profile_candidate,all,known_trend,rising,654,3,651,651,0,641,0.9846390168970814,48.441762241457894,-7.572839428845377,0.07441130912666344,-0.011632625850760948,1.0021520968315372,7,3
validation,B,2,mixed_profile_candidate,all,known_trend,falling,513,0,513,513,0,513,1.0,24.554221169018945,1.3496538480121247,0.0478639788869765,0.002630904187158138,0.4457951438648555,0,0
validation,B,2,mixed_profile_candidate,all,known_trend,stable,5324,29,5295,5295,0,5292,0.9994334277620397,161.9862255844896,-2.120430612829675,0.03059229944938425,-0.00040045903925017465,0.7838911963316004,3,0
validation,B,2,mixed_profile_candidate,all,known_trend,unknown,59,2,57,28,29,27,0.47368421052631576,3.1242903532629054,-1.9168789182767623,0.11158179833081805,-0.06845996136702723,0.8510863881627841,1,0
validation,B,2,mixed_profile_candidate,all,future_response,rising,270,0,270,270,0,259,0.9592592592592593,41.70741839491498,-32.61455859656555,0.1544719199811666,-0.1207946614687613,1.0021520968315372,11,0
validation,B,2,mixed_profile_candidate,all,future_response,falling,89,0,89,89,0,89,1.0,5.416741731548292,5.257663798060813,0.06086226664661003,0.05907487413551475,0.27457201251625385,0,0
validation,B,2,mixed_profile_candidate,all,future_response,stable,6128,0,6128,6128,0,6125,0.9995104438642297,190.9823392217661,17.096399686565043,0.031165525329922665,0.002789882455379413,0.7909174524173377,0,3
validation,B,2,mixed_profile_candidate,all,future_response,unknown,63,34,29,0,29,0,0.0,0.0,0.0,,,,0,0
validation,B,2,mixed_profile_candidate,all,training_response_support,below,2,0,2,2,0,2,1.0,0.4657688648124072,0.4657688648124072,0.2328844324062036,0.2328844324062036,0.27457201251625385,0,0
validation,B,2,mixed_profile_candidate,all,training_response_support,within,6485,0,6485,6485,0,6471,0.9978411719352351,237.64073048341695,-10.726263976752096,0.03664467702134417,-0.0016540114073634688,1.0021520968315372,11,3
validation,B,2,mixed_profile_candidate,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,mixed_profile_candidate,all,training_response_support,unknown,63,34,29,0,29,0,0.0,0.0,0.0,,,,0,0
validation,B,2,age_mixed_candidate,all,known_trend,rising,654,3,651,651,0,642,0.9861751152073732,47.13711590462703,-6.0183049724474325,0.07240724409312908,-0.009244708098997592,0.9883105689816025,6,3
validation,B,2,age_mixed_candidate,all,known_trend,falling,513,0,513,513,0,513,1.0,23.71311056888083,0.9910691316020317,0.04622438707384177,0.0019319086386004516,0.47394764151357904,0,0
validation,B,2,age_mixed_candidate,all,known_trend,stable,5324,29,5295,5295,0,5293,0.9996222851746931,156.88269883637835,-0.07713162010954955,0.0296284605923283,-1.4566878207658083e-05,0.8185631031125529,2,0
validation,B,2,age_mixed_candidate,all,known_trend,unknown,59,2,57,28,29,27,0.47368421052631576,2.8935606894864336,-1.6895148347726303,0.10334145319594405,-0.06033981552759394,0.8678790989402734,1,0
validation,B,2,age_mixed_candidate,all,future_response,rising,270,0,270,270,0,261,0.9666666666666667,41.03353389710526,-31.714407808883585,0.1519760514707602,-0.1174607696625318,0.9883105689816025,9,0
validation,B,2,age_mixed_candidate,all,future_response,falling,89,0,89,89,0,89,1.0,5.206408228984539,5.076611205176688,0.05849896886499482,0.057040575339063905,0.29404795392057004,0,0
validation,B,2,age_mixed_candidate,all,future_response,stable,6128,0,6128,6128,0,6125,0.9995104438642297,184.38654387328285,19.84391430797932,0.03008918796887775,0.0032382366690566775,0.7462132984138838,0,3
validation,B,2,age_mixed_candidate,all,future_response,unknown,63,34,29,0,29,0,0.0,0.0,0.0,,,,0,0
validation,B,2,age_mixed_candidate,all,training_response_support,below,2,0,2,2,0,2,1.0,0.49174088913220526,0.49174088913220526,0.24587044456610263,0.24587044456610263,0.29404795392057004,0,0
validation,B,2,age_mixed_candidate,all,training_response_support,within,6485,0,6485,6485,0,6473,0.9981495759444873,230.13474511024043,-7.285623184859787,0.03548723903010646,-0.00112345770005548,0.9883105689816025,9,3
validation,B,2,age_mixed_candidate,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,age_mixed_candidate,all,training_response_support,unknown,63,34,29,0,29,0,0.0,0.0,0.0,,,,0,0
validation,B,2,profile_A_control,level_ge_7m,known_trend,rising,11,3,8,8,0,5,0.625,2.9414789483907455,-0.021684165300708713,0.3676848685488432,-0.002710520662588589,0.7727973300799835,2,1
validation,B,2,profile_A_control,level_ge_7m,known_trend,falling,6,0,6,6,0,6,1.0,0.8203323810313359,0.6722922347753313,0.13672206350522265,0.11204870579588855,0.3452847684298881,0,0
validation,B,2,profile_A_control,level_ge_7m,known_trend,stable,43,29,14,14,0,12,0.8571428571428571,2.865961684005386,0.7577004244579637,0.20471154885752757,0.05412145888985455,0.7076328660766311,1,1
validation,B,2,profile_A_control,level_ge_7m,known_trend,unknown,2,2,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,profile_A_control,level_ge_7m,future_response,rising,4,0,4,4,0,1,0.25,2.15454540299441,-2.15454540299441,0.5386363507486025,-0.5386363507486025,0.7727973300799835,3,0
validation,B,2,profile_A_control,level_ge_7m,future_response,falling,3,0,3,3,0,3,1.0,0.6863659151975794,0.6863659151975794,0.22878863839919314,0.22878863839919314,0.3452847684298881,0,0
validation,B,2,profile_A_control,level_ge_7m,future_response,stable,21,0,21,21,0,19,0.9047619047619048,3.786861695235478,2.876487981729417,0.18032674739216561,0.13697561817759127,0.7133937442704621,0,2
validation,B,2,profile_A_control,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,profile_A_control,level_ge_7m,training_response_support,below,2,0,2,2,0,2,1.0,0.6171558120772751,0.6171558120772751,0.30857790603863755,0.30857790603863755,0.3452847684298881,0,0
validation,B,2,profile_A_control,level_ge_7m,training_response_support,within,26,0,26,26,0,21,0.8076923076923077,6.010617201350192,0.7911526818553112,0.23117758466731508,0.030428949302127355,0.7727973300799835,3,2
validation,B,2,profile_A_control,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,profile_A_control,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,profile_B_control,level_ge_7m,known_trend,rising,11,3,8,8,0,7,0.875,2.0630696568005575,0.7098227808965447,0.2578837071000697,0.08872784761206809,0.5038715751272758,0,1
validation,B,2,profile_B_control,level_ge_7m,known_trend,falling,6,0,6,6,0,6,1.0,0.6600703181013357,0.12874019754493116,0.11001171968355594,0.02145669959082186,0.25230529614499453,0,0
validation,B,2,profile_B_control,level_ge_7m,known_trend,stable,43,29,14,14,0,14,1.0,1.2110590374371188,-0.028770204901229945,0.0865042169597942,-0.0020550146358021388,0.4896917744490512,0,0
validation,B,2,profile_B_control,level_ge_7m,known_trend,unknown,2,2,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,profile_B_control,level_ge_7m,future_response,rising,4,0,4,4,0,4,1.0,1.189871121019861,-1.1427593037822543,0.29746778025496523,-0.2856898259455636,0.4896917744490512,0,0
validation,B,2,profile_B_control,level_ge_7m,future_response,falling,3,0,3,3,0,3,1.0,0.3944052578231334,0.3944052578231334,0.1314684192743778,0.1314684192743778,0.25230529614499453,0,0
validation,B,2,profile_B_control,level_ge_7m,future_response,stable,21,0,21,21,0,20,0.9523809523809523,2.3499226334960177,1.5581468194993668,0.11190107778552465,0.07419746759520794,0.5038715751272758,0,1
validation,B,2,profile_B_control,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,profile_B_control,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.25230529614499453,0.25230529614499453,0.25230529614499453,0.25230529614499453,0.25230529614499453,0,0
validation,B,2,profile_B_control,level_ge_7m,training_response_support,within,27,0,27,27,0,26,0.9629629629629629,3.6818937161940175,0.5574874773952514,0.13636643393311176,0.020647684347972275,0.5038715751272758,0,1
validation,B,2,profile_B_control,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,profile_B_control,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,mixed_profile_candidate,level_ge_7m,known_trend,rising,11,3,8,8,0,6,0.75,2.282468715161622,-0.22858281154611326,0.28530858939520276,-0.028572851443264158,0.6654902213279517,1,1
validation,B,2,mixed_profile_candidate,level_ge_7m,known_trend,falling,6,0,6,6,0,6,1.0,0.7280156012883756,0.18042014263518613,0.1213359335480626,0.030070023772531023,0.27457201251625385,0,0
validation,B,2,mixed_profile_candidate,level_ge_7m,known_trend,stable,43,29,14,14,0,13,0.9285714285714286,1.7659898792056987,-0.4198219969301187,0.1261421342289785,-0.029987285495008478,0.5671900534063097,1,0
validation,B,2,mixed_profile_candidate,level_ge_7m,known_trend,unknown,2,2,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,mixed_profile_candidate,level_ge_7m,future_response,rising,4,0,4,4,0,2,0.5,1.8213604295523291,-1.8213604295523291,0.4553401073880823,-0.4553401073880823,0.6654902213279517,2,0
validation,B,2,mixed_profile_candidate,level_ge_7m,future_response,falling,3,0,3,3,0,3,1.0,0.4542178719617809,0.4542178719617809,0.15140595732059361,0.15140595732059361,0.27457201251625385,0,0
validation,B,2,mixed_profile_candidate,level_ge_7m,future_response,stable,21,0,21,21,0,20,0.9523809523809523,2.5008958941415864,0.8991578917495024,0.11909028067340888,0.042817042464262024,0.5272486650768418,0,1
validation,B,2,mixed_profile_candidate,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,mixed_profile_candidate,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.27457201251625385,0.27457201251625385,0.27457201251625385,0.27457201251625385,0.27457201251625385,0,0
validation,B,2,mixed_profile_candidate,level_ge_7m,training_response_support,within,27,0,27,27,0,24,0.8888888888888888,4.501902183139443,-0.7425566783572997,0.16673711789405343,-0.027502099198418506,0.6654902213279517,2,1
validation,B,2,mixed_profile_candidate,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,mixed_profile_candidate,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,age_mixed_candidate,level_ge_7m,known_trend,rising,11,3,8,8,0,6,0.75,2.244374638343908,0.0030070772271155732,0.2805468297929885,0.00037588465338944665,0.611790744866445,1,1
validation,B,2,age_mixed_candidate,level_ge_7m,known_trend,falling,6,0,6,6,0,6,1.0,0.7734057219273387,0.19676822172222952,0.12890095365455645,0.03279470362037159,0.29404795392057004,0,0
validation,B,2,age_mixed_candidate,level_ge_7m,known_trend,stable,43,29,14,14,0,13,0.9285714285714286,1.5609323059836528,-0.14751925188766624,0.11149516471311806,-0.010537089420547588,0.5526404306099577,1,0
validation,B,2,age_mixed_candidate,level_ge_7m,known_trend,unknown,2,2,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,age_mixed_candidate,level_ge_7m,future_response,rising,4,0,4,4,0,2,0.5,1.673324211168354,-1.673324211168354,0.4183310527920885,-0.4183310527920885,0.611790744866445,2,0
validation,B,2,age_mixed_candidate,level_ge_7m,future_response,falling,3,0,3,3,0,3,1.0,0.4850869718247841,0.4850869718247841,0.16169565727492805,0.16169565727492805,0.29404795392057004,0,0
validation,B,2,age_mixed_candidate,level_ge_7m,future_response,stable,21,0,21,21,0,20,0.9523809523809523,2.4203014832617615,1.2404932864052487,0.11525245158389341,0.05907110887644042,0.5206400944500089,0,1
validation,B,2,age_mixed_candidate,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,age_mixed_candidate,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.29404795392057004,0.29404795392057004,0.29404795392057004,0.29404795392057004,0.29404795392057004,0,0
validation,B,2,age_mixed_candidate,level_ge_7m,training_response_support,within,27,0,27,27,0,24,0.8888888888888888,4.2846647123343296,-0.24179190685889118,0.1586912856420122,-0.008955255809588562,0.611790744866445,2,1
validation,B,2,age_mixed_candidate,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,2,age_mixed_candidate,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_A_control,all,known_trend,rising,653,2,651,651,0,618,0.9493087557603687,100.28006114508071,47.18836149492937,0.15404003248092274,0.07248596235780241,1.2545682491207533,14,19
validation,B,3,profile_A_control,all,known_trend,falling,513,4,509,509,0,487,0.9567779960707269,50.24881236832644,-26.638337461767694,0.09872065298295961,-0.052334651201901165,1.1896445041592765,22,0
validation,B,3,profile_A_control,all,known_trend,stable,5324,26,5298,5298,0,5258,0.9924499811249529,321.1978277347147,-62.8353995424227,0.06062624155053127,-0.01186021131416057,1.316950523600525,39,1
validation,B,3,profile_A_control,all,known_trend,unknown,59,2,57,29,28,24,0.42105263157894735,5.359727867367149,-2.5076265004130542,0.18481820232300514,-0.08646987932458808,0.9093604886563185,4,1
validation,B,3,profile_A_control,all,future_response,rising,418,0,418,418,0,346,0.8277511961722488,116.61074752517683,-81.02358602505015,0.2789730802037723,-0.19383633020346927,1.316950523600525,68,4
validation,B,3,profile_A_control,all,future_response,falling,218,0,218,218,0,218,1.0,28.308948802204874,24.50193132277024,0.1298575633128664,0.11239418037967999,0.48510237291052327,0,0
validation,B,3,profile_A_control,all,future_response,stable,5851,0,5851,5851,0,5823,0.9952144932490172,332.16673278810725,11.728652692605841,0.05677093365033452,0.00200455523715704,1.2447561130835219,11,17
validation,B,3,profile_A_control,all,future_response,unknown,62,34,28,0,28,0,0.0,0.0,0.0,,,,0,0
validation,B,3,profile_A_control,all,training_response_support,below,3,0,3,3,0,3,1.0,1.1492769000574574,1.1492769000574574,0.38309230001915245,0.38309230001915245,0.48510237291052327,0,0
validation,B,3,profile_A_control,all,training_response_support,within,6484,0,6484,6484,0,6384,0.9845774213448488,475.9371522154315,-45.942278909731534,0.07340178164951133,-0.00708548410082226,1.316950523600525,79,21
validation,B,3,profile_A_control,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_A_control,all,training_response_support,unknown,62,34,28,0,28,0,0.0,0.0,0.0,,,,0,0
validation,B,3,profile_B_control,all,known_trend,rising,653,2,651,651,0,637,0.978494623655914,63.64192354139589,-13.092309899866972,0.09776025121566188,-0.02011107511500303,1.1773227423019819,10,4
validation,B,3,profile_B_control,all,known_trend,falling,513,4,509,509,0,504,0.9901768172888016,35.10402432201406,1.6473306730008754,0.06896664896269954,0.0032364060373298144,0.9149301076380412,5,0
validation,B,3,profile_B_control,all,known_trend,stable,5324,26,5298,5298,0,5294,0.9992449981124952,221.0093077335477,-13.408059641461252,0.04171561112373494,-0.002530777584269772,0.893417569537287,4,0
validation,B,3,profile_B_control,all,known_trend,unknown,59,2,57,29,28,28,0.49122807017543857,3.4278118716109818,-1.4152740922854752,0.11820040936589592,-0.04880255490639569,0.8791805331376654,1,0
validation,B,3,profile_B_control,all,future_response,rising,418,0,418,418,0,398,0.9521531100478469,69.95441787118557,-45.57893672927773,0.16735506667747743,-0.10904051849109504,1.1773227423019819,19,1
validation,B,3,profile_B_control,all,future_response,falling,218,0,218,218,0,218,1.0,13.986786334416392,9.856772446874162,0.06415957034135959,0.04521455250859707,0.47576149926422895,0,0
validation,B,3,profile_B_control,all,future_response,stable,5851,0,5851,5851,0,5847,0.9993163561784311,239.24186326296666,9.453851321790747,0.04088905542009343,0.0016157667615434535,0.9482704850783348,1,3
validation,B,3,profile_B_control,all,future_response,unknown,62,34,28,0,28,0,0.0,0.0,0.0,,,,0,0
validation,B,3,profile_B_control,all,training_response_support,below,2,0,2,2,0,2,1.0,0.6973989331242016,0.6973989331242016,0.3486994665621008,0.3486994665621008,0.3511442159957934,0,0
validation,B,3,profile_B_control,all,training_response_support,within,6485,0,6485,6485,0,6461,0.9962991518889746,322.48566853544446,-26.96571189373703,0.0497279365513407,-0.004158166830183043,1.1773227423019819,20,4
validation,B,3,profile_B_control,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_B_control,all,training_response_support,unknown,62,34,28,0,28,0,0.0,0.0,0.0,,,,0,0
validation,B,3,mixed_profile_candidate,all,known_trend,rising,653,2,651,651,0,633,0.9723502304147466,69.38349070839894,3.271344904605506,0.10657986283932248,0.005025107380346399,1.408020403800724,12,6
validation,B,3,mixed_profile_candidate,all,known_trend,falling,513,4,509,509,0,497,0.9764243614931237,40.238384729613955,-10.970455315373101,0.07905380104049893,-0.02155295739758959,1.0550665166953128,12,0
validation,B,3,mixed_profile_candidate,all,known_trend,stable,5324,26,5298,5298,0,5277,0.9960362400906002,235.92332843595085,-36.98163059352033,0.044530639568884645,-0.006980300225277525,1.1558051085951035,21,0
validation,B,3,mixed_profile_candidate,all,known_trend,unknown,59,2,57,29,28,26,0.45614035087719296,3.7060809662571654,-2.1451569587606367,0.12779589538817812,-0.07397092961243575,0.887175202644116,3,0
validation,B,3,mixed_profile_candidate,all,future_response,rising,418,0,418,418,0,374,0.8947368421052632,81.17792681605192,-53.12933289339381,0.19420556654557877,-0.1271036672090761,1.408020403800724,42,2
validation,B,3,mixed_profile_candidate,all,future_response,falling,218,0,218,218,0,218,1.0,18.21071181422584,15.280765421652069,0.08353537529461394,0.07009525422776178,0.4731169419346224,0,0
validation,B,3,mixed_profile_candidate,all,future_response,stable,5851,0,5851,5851,0,5841,0.9982908904460776,249.86264620994314,-8.977330491306821,0.042704263580574796,-0.0015343241311411419,1.0434114543284583,6,4
validation,B,3,mixed_profile_candidate,all,future_response,unknown,62,34,28,0,28,0,0.0,0.0,0.0,,,,0,0
validation,B,3,mixed_profile_candidate,all,training_response_support,below,2,0,2,2,0,2,1.0,0.6965814681097928,0.6965814681097928,0.3482907340548964,0.3482907340548964,0.36474482948595544,0,0
validation,B,3,mixed_profile_candidate,all,training_response_support,within,6485,0,6485,6485,0,6431,0.9916730917501928,348.55470337211113,-47.52247943115836,0.0537478339818213,-0.007328061593085329,1.408020403800724,48,6
validation,B,3,mixed_profile_candidate,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,mixed_profile_candidate,all,training_response_support,unknown,62,34,28,0,28,0,0.0,0.0,0.0,,,,0,0
validation,B,3,age_mixed_candidate,all,known_trend,rising,653,2,651,651,0,633,0.9723502304147466,70.19245004504685,0.24152564367378737,0.10782250390944217,0.0003710071331394583,1.3731136118048877,12,6
validation,B,3,age_mixed_candidate,all,known_trend,falling,513,4,509,509,0,496,0.9744597249508841,40.2875824896567,-11.066077988075714,0.07915045675767525,-0.021740821194647767,1.0269383761042516,13,0
validation,B,3,age_mixed_candidate,all,known_trend,stable,5324,26,5298,5298,0,5274,0.9954699886749717,233.99400278493232,-42.12792424281886,0.04416647844185208,-0.00795166557999601,1.2124629740573232,24,0
validation,B,3,age_mixed_candidate,all,known_trend,unknown,59,2,57,29,28,26,0.45614035087719296,3.667012574736232,-2.410055656343507,0.12644870947366318,-0.08310536746012093,0.9175661282270862,3,0
validation,B,3,age_mixed_candidate,all,future_response,rising,418,0,418,418,0,370,0.8851674641148325,83.04063766531655,-58.435394264190585,0.19866181259645108,-0.1397975939334703,1.3731136118048877,46,2
validation,B,3,age_mixed_candidate,all,future_response,falling,218,0,218,218,0,218,1.0,18.6715735468985,16.51305270714603,0.08564941993990138,0.07574794819791757,0.46514820777604315,0,0
validation,B,3,age_mixed_candidate,all,future_response,stable,5851,0,5851,5851,0,5841,0.9982908904460776,246.42883668215705,-13.440190686519742,0.0421173879135459,-0.0022970758308869838,1.1059083205176456,6,4
validation,B,3,age_mixed_candidate,all,future_response,unknown,62,34,28,0,28,0,0.0,0.0,0.0,,,,0,0
validation,B,3,age_mixed_candidate,all,training_response_support,below,2,0,2,2,0,2,1.0,0.7551270829451262,0.7551270829451262,0.3775635414725631,0.3775635414725631,0.3824775234091593,0,0
validation,B,3,age_mixed_candidate,all,training_response_support,within,6485,0,6485,6485,0,6427,0.9910562837316885,347.385920811427,-56.11765932650942,0.05356760536799183,-0.008653455563070072,1.3731136118048877,52,6
validation,B,3,age_mixed_candidate,all,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,age_mixed_candidate,all,training_response_support,unknown,62,34,28,0,28,0,0.0,0.0,0.0,,,,0,0
validation,B,3,profile_A_control,level_ge_7m,known_trend,rising,10,2,8,8,0,5,0.625,4.157574515073442,1.0704248217137362,0.5196968143841803,0.13380310271421703,1.1271588789938622,1,2
validation,B,3,profile_A_control,level_ge_7m,known_trend,falling,10,4,6,6,0,5,0.8333333333333334,1.6583123782813827,0.17196829576187067,0.27638539638023046,0.028661382626978444,0.7394555108916414,1,0
validation,B,3,profile_A_control,level_ge_7m,known_trend,stable,40,26,14,14,0,12,0.8571428571428571,4.238943055705155,-1.368724165622547,0.3027816468360825,-0.09776601183018194,1.316950523600525,1,1
validation,B,3,profile_A_control,level_ge_7m,known_trend,unknown,2,2,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_A_control,level_ge_7m,future_response,rising,5,0,5,5,0,2,0.4,3.8425525404185947,-3.3564813554764754,0.7685105080837189,-0.6712962710952951,1.316950523600525,3,0
validation,B,3,profile_A_control,level_ge_7m,future_response,falling,6,0,6,6,0,6,1.0,1.064381646225267,1.056948585489038,0.17739694103754453,0.17615809758150633,0.48510237291052327,0,0
validation,B,3,profile_A_control,level_ge_7m,future_response,stable,17,0,17,17,0,14,0.8235294117647058,5.147895762416118,2.1732017218404973,0.30281739778918343,0.1278353954023822,1.0047274567426587,0,3
validation,B,3,profile_A_control,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_A_control,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.48510237291052327,0.48510237291052327,0.48510237291052327,0.48510237291052327,0.48510237291052327,0,0
validation,B,3,profile_A_control,level_ge_7m,training_response_support,within,27,0,27,27,0,21,0.7777777777777778,9.569727576149457,-0.6114334210574635,0.35443435467220213,-0.022645682261387537,1.316950523600525,3,3
validation,B,3,profile_A_control,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_A_control,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_B_control,level_ge_7m,known_trend,rising,10,2,8,8,0,7,0.875,2.5506388610017243,1.200241060441277,0.31882985762521554,0.15003013255515962,0.6561343006918126,0,1
validation,B,3,profile_B_control,level_ge_7m,known_trend,falling,10,4,6,6,0,5,0.8333333333333334,1.3284374989956147,-0.24932017562522457,0.22140624983260246,-0.04155336260420409,0.6327114010907504,1,0
validation,B,3,profile_B_control,level_ge_7m,known_trend,stable,40,26,14,14,0,13,0.9285714285714286,2.2506344603192465,-1.6360075393892144,0.1607596043085176,-0.11685768138494389,0.8606432989096868,1,0
validation,B,3,profile_B_control,level_ge_7m,known_trend,unknown,2,2,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_B_control,level_ge_7m,future_response,rising,5,0,5,5,0,3,0.6,2.5383228078456233,-1.7987843927156986,0.5076645615691247,-0.3597568785431397,0.8606432989096868,2,0
validation,B,3,profile_B_control,level_ge_7m,future_response,falling,6,0,6,6,0,6,1.0,0.7140718960673285,0.36504542730306166,0.11901198267788808,0.06084090455051028,0.3462547171284083,0,0
validation,B,3,profile_B_control,level_ge_7m,future_response,stable,17,0,17,17,0,16,0.9411764705882353,2.877316116403634,0.7486523108394749,0.16925388920021375,0.04403837122585147,0.6561343006918126,0,1
validation,B,3,profile_B_control,level_ge_7m,future_response,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_B_control,level_ge_7m,training_response_support,below,1,0,1,1,0,1,1.0,0.3462547171284083,0.3462547171284083,0.3462547171284083,0.3462547171284083,0.3462547171284083,0,0
validation,B,3,profile_B_control,level_ge_7m,training_response_support,within,27,0,27,27,0,24,0.8888888888888888,5.783456103188177,-1.0313413717015703,0.2142020778958584,-0.03819782858153964,0.8606432989096868,2,1
validation,B,3,profile_B_control,level_ge_7m,training_response_support,above,0,0,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,profile_B_control,level_ge_7m,training_response_support,unknown,34,34,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,mixed_profile_candidate,level_ge_7m,known_trend,rising,10,2,8,8,0,5,0.625,3.0588083233593952,0.5631978947551932,0.3823510404199244,0.07039973684439915,0.8216880498760144,1,2
validation,B,3,mixed_profile_candidate,level_ge_7m,known_trend,falling,10,4,6,6,0,5,0.8333333333333334,1.3057826272366553,-0.33844503633758993,0.2176304378727759,-0.05640750605626499,0.6767253942442304,1,0
validation,B,3,mixed_profile_candidate,level_ge_7m,known_trend,stable,40,26,14,14,0,13,0.9285714285714286,3.2203796512115925,-2.3408239675288502,0.2300271179436852,-0.16720171196634645,1.1558051085951035,1,0
validation,B,3,mixed_profile_candidate,level_ge_7m,known_trend,unknown,2,2,0,0,0,0,,0.0,0.0,,,,0,0
validation,B,3,mixed_profile_candidate,level_ge_7m,future_response,rising,5,0,5,5,0,2,0.4,3.3038350569598434,-2.8568363773230265,0.6607670113919687,-0.5713672754646053,1.1558051085951035,3,0
