phase,profile,horizon_h,family,subset,partition,category,classified_rows,unknown_truth,observed_targets,pairs,failures,hits,observed_hit_fraction,sum_abs_error_m,sum_error_m,mae_m,bias_m,max_abs_m,under_by_more_than_0_5m,over_by_more_than_0_5m
test,B,11,mixed_profile_candidate,level_ge_7m,training_response_support,within,197,0,197,197,0,76,0.38578680203045684,185.8986123552526,-59.57657273192217,0.9436477784530588,-0.3024191509234628,5.78906412871311,75,46
test,B,11,mixed_profile_candidate,level_ge_7m,training_response_support,above,11,0,11,11,0,0,0.0,67.25301040364789,-67.25301040364789,6.113910036695263,-6.113910036695263,7.161586727890171,11,0
test,B,11,mixed_profile_candidate,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,11,age_mixed_candidate,level_ge_7m,known_trend,rising,99,2,97,97,0,27,0.27835051546391754,135.37235069848788,-54.5554969612337,1.395591244314308,-0.5624278037240588,7.132502600387834,44,26
test,B,11,age_mixed_candidate,level_ge_7m,known_trend,falling,71,5,66,66,0,27,0.4090909090909091,71.55451376935123,24.16193207540347,1.0841592995356246,0.36608987993035563,6.979930006183366,11,28
test,B,11,age_mixed_candidate,level_ge_7m,known_trend,stable,82,10,72,72,0,25,0.3472222222222222,89.75939112695096,-52.90138541385026,1.246658210096541,-0.7347414640812535,7.161586727890171,31,16
test,B,11,age_mixed_candidate,level_ge_7m,known_trend,unknown,8,6,2,1,1,0,0.0,3.2150543585336635,3.2150543585336635,3.2150543585336635,3.2150543585336635,3.2150543585336635,0,1
test,B,11,age_mixed_candidate,level_ge_7m,future_response,rising,102,0,102,102,0,25,0.24509803921568626,189.98105358382819,-133.29196081158022,1.8625593488610606,-1.3067839295252963,7.161586727890171,59,18
test,B,11,age_mixed_candidate,level_ge_7m,future_response,falling,111,0,111,111,0,43,0.38738738738738737,94.65185944574367,46.753643498717466,0.8527194544661592,0.4212039954839411,3.374010447313321,24,44
test,B,11,age_mixed_candidate,level_ge_7m,future_response,stable,23,0,23,23,0,11,0.4782608695652174,15.268396923751903,6.458421371715934,0.6638433445109523,0.28080092920504063,1.8966879029283579,3,9
test,B,11,age_mixed_candidate,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,11,age_mixed_candidate,level_ge_7m,training_response_support,below,28,0,28,28,0,3,0.10714285714285714,46.749687194423245,46.749687194423245,1.6696316855151159,1.6696316855151159,3.374010447313321,0,25
test,B,11,age_mixed_candidate,level_ge_7m,training_response_support,within,197,0,197,197,0,76,0.38578680203045684,185.8986123552526,-59.57657273192217,0.9436477784530588,-0.3024191509234628,5.78906412871311,75,46
test,B,11,age_mixed_candidate,level_ge_7m,training_response_support,above,11,0,11,11,0,0,0.0,67.25301040364789,-67.25301040364789,6.113910036695263,-6.113910036695263,7.161586727890171,11,0
test,B,11,age_mixed_candidate,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,12,profile_A_control,all,known_trend,rising,340,3,337,337,0,226,0.6706231454005934,210.11784587084588,-47.85968115749847,0.6234950916048839,-0.1420168580341201,6.954338011942568,56,55
test,B,12,profile_A_control,all,known_trend,falling,465,4,461,461,0,331,0.7180043383947939,216.83338555206106,-29.61759115660874,0.47035441551423224,-0.06424640164123371,7.490605569710853,76,54
test,B,12,profile_A_control,all,known_trend,stable,1125,11,1114,1114,0,766,0.6876122082585279,512.0921717738631,-61.17157843165797,0.45968776640382686,-0.054911650297718106,7.73061113139558,182,166
test,B,12,profile_A_control,all,known_trend,unknown,26,5,21,4,17,2,0.09523809523809523,4.103349625240962,3.8248648640426675,1.0258374063102405,0.9562162160106669,3.1441924560720516,0,2
test,B,12,profile_A_control,all,future_response,rising,587,0,587,587,0,406,0.6916524701873935,369.8236457154909,-269.25772578312,0.6300232465340561,-0.45870140678555366,7.73061113139558,158,23
test,B,12,profile_A_control,all,future_response,falling,784,0,784,784,0,550,0.701530612244898,345.9125796013244,213.39756484898868,0.4412150250016893,0.27219077149105697,3.1566883586244057,27,207
test,B,12,profile_A_control,all,future_response,stable,545,0,545,545,0,369,0.6770642201834862,227.41052750519577,-78.96382494759115,0.41726702294531337,-0.14488775219741495,1.7328593420699203,129,47
test,B,12,profile_A_control,all,future_response,unknown,40,23,17,0,17,0,0.0,0.0,0.0,,,,0,0
test,B,12,profile_A_control,all,training_response_support,below,27,0,27,27,0,2,0.07407407407407407,48.924226130373484,48.924226130373484,1.812008375199018,1.812008375199018,3.1566883586244057,0,25
test,B,12,profile_A_control,all,training_response_support,within,1877,0,1877,1877,0,1323,0.7048481619605754,819.4909843400678,-109.0166696605263,0.436596155748571,-0.058080271529316094,6.098998894370137,302,252
test,B,12,profile_A_control,all,training_response_support,above,12,0,12,12,0,0,0.0,74.7315423515697,-74.7315423515697,6.227628529297475,-6.227628529297475,7.73061113139558,12,0
test,B,12,profile_A_control,all,training_response_support,unknown,40,23,17,0,17,0,0.0,0.0,0.0,,,,0,0
test,B,12,profile_B_control,all,known_trend,rising,340,3,337,337,0,214,0.6350148367952523,225.46025498072174,-62.616902826122214,0.6690215281327054,-0.18580683331193534,6.934914171589549,74,49
test,B,12,profile_B_control,all,known_trend,falling,465,4,461,461,0,338,0.7331887201735358,211.8354923285185,-22.289390426540287,0.4595129985434241,-0.04835008769314596,6.959959168263467,67,56
test,B,12,profile_B_control,all,known_trend,stable,1125,11,1114,1114,0,772,0.6929982046678635,510.18014317058555,-77.70321120327608,0.4579714032051935,-0.06975153608911677,6.844932806541063,179,163
test,B,12,profile_B_control,all,known_trend,unknown,26,5,21,4,17,2,0.09523809523809523,4.488143111882506,4.250740775982679,1.1220357779706265,1.0626851939956699,3.499668077005971,0,2
test,B,12,profile_B_control,all,future_response,rising,587,0,587,587,0,422,0.7189097103918228,366.510258305574,-258.6238045382534,0.6243786342514037,-0.44058569768015915,6.959959168263467,141,24
test,B,12,profile_B_control,all,future_response,falling,784,0,784,784,0,546,0.6964285714285714,348.2937399331988,187.33592367592973,0.44425221930254954,0.23894888223970628,3.499668077005971,38,200
test,B,12,profile_B_control,all,future_response,stable,545,0,545,545,0,358,0.6568807339449542,237.1600353529356,-87.0708828176323,0.43515602817052407,-0.15976308773877484,2.4281024368036173,141,46
test,B,12,profile_B_control,all,future_response,unknown,40,23,17,0,17,0,0.0,0.0,0.0,,,,0,0
test,B,12,profile_B_control,all,training_response_support,below,27,0,27,27,0,3,0.1111111111111111,49.493283263223105,49.493283263223105,1.8330845653045595,1.8330845653045595,3.499668077005971,0,24
test,B,12,profile_B_control,all,training_response_support,within,1877,0,1877,1877,0,1323,0.7048481619605754,830.6626113455702,-136.04390796026397,0.4425480081755835,-0.07247943950999679,5.734760954829246,308,246
test,B,12,profile_B_control,all,training_response_support,above,12,0,12,12,0,0,0.0,71.80813898291508,-71.80813898291508,5.9840115819095905,-5.9840115819095905,6.959959168263467,12,0
test,B,12,profile_B_control,all,training_response_support,unknown,40,23,17,0,17,0,0.0,0.0,0.0,,,,0,0
test,B,12,mixed_profile_candidate,all,known_trend,rising,340,3,337,337,0,213,0.6320474777448071,224.2169984612456,-65.87578856764424,0.6653323396476131,-0.19547711741140722,7.083433782960599,77,47
test,B,12,mixed_profile_candidate,all,known_trend,falling,465,4,461,461,0,337,0.7310195227765727,218.6429335063063,-27.078702637154112,0.47427968222626093,-0.05873905127365317,7.508799780373497,70,54
test,B,12,mixed_profile_candidate,all,known_trend,stable,1125,11,1114,1114,0,765,0.6867145421903053,510.3071681653814,-60.642868771878184,0.4580854292328379,-0.054437045576192264,7.606918439530505,180,169
test,B,12,mixed_profile_candidate,all,known_trend,unknown,26,5,21,4,17,2,0.09523809523809523,4.0950537461217635,3.798087203241714,1.0237634365304409,0.9495218008104285,3.147223917433884,0,2
test,B,12,mixed_profile_candidate,all,future_response,rising,587,0,587,587,0,413,0.7035775127768313,371.71132422746535,-272.15567417852463,0.6332390531984078,-0.4636382865051527,7.606918439530505,153,21
test,B,12,mixed_profile_candidate,all,future_response,falling,784,0,784,784,0,547,0.6977040816326531,351.37123549320137,202.85869789327467,0.44817759629234866,0.25874833914958506,3.3071767113929607,36,201
test,B,12,mixed_profile_candidate,all,future_response,stable,545,0,545,545,0,357,0.655045871559633,234.1795941583883,-80.50229648818484,0.42968732873098775,-0.1477106357581373,2.289210464535719,138,50
test,B,12,mixed_profile_candidate,all,future_response,unknown,40,23,17,0,17,0,0.0,0.0,0.0,,,,0,0
test,B,12,mixed_profile_candidate,all,training_response_support,below,27,0,27,27,0,2,0.07407407407407407,50.63347027207386,50.63347027207386,1.8753137137805131,1.8753137137805131,3.3071767113929607,0,25
test,B,12,mixed_profile_candidate,all,training_response_support,within,1877,0,1877,1877,0,1315,0.7005860415556739,831.4254001984334,-125.229459636961,0.44295439541738596,-0.06671787940168407,5.648192778320721,315,247
test,B,12,mixed_profile_candidate,all,training_response_support,above,12,0,12,12,0,0,0.0,75.20328340854769,-75.20328340854769,6.266940284045641,-6.266940284045641,7.606918439530505,12,0
test,B,12,mixed_profile_candidate,all,training_response_support,unknown,40,23,17,0,17,0,0.0,0.0,0.0,,,,0,0
test,B,12,age_mixed_candidate,all,known_trend,rising,340,3,337,337,0,213,0.6320474777448071,224.2169984612456,-65.87578856764424,0.6653323396476131,-0.19547711741140722,7.083433782960599,77,47
test,B,12,age_mixed_candidate,all,known_trend,falling,465,4,461,461,0,337,0.7310195227765727,218.6429335063063,-27.078702637154112,0.47427968222626093,-0.05873905127365317,7.508799780373497,70,54
test,B,12,age_mixed_candidate,all,known_trend,stable,1125,11,1114,1114,0,765,0.6867145421903053,510.3071681653814,-60.642868771878184,0.4580854292328379,-0.054437045576192264,7.606918439530505,180,169
test,B,12,age_mixed_candidate,all,known_trend,unknown,26,5,21,4,17,2,0.09523809523809523,4.0950537461217635,3.798087203241714,1.0237634365304409,0.9495218008104285,3.147223917433884,0,2
test,B,12,age_mixed_candidate,all,future_response,rising,587,0,587,587,0,413,0.7035775127768313,371.71132422746535,-272.15567417852463,0.6332390531984078,-0.4636382865051527,7.606918439530505,153,21
test,B,12,age_mixed_candidate,all,future_response,falling,784,0,784,784,0,547,0.6977040816326531,351.37123549320137,202.85869789327467,0.44817759629234866,0.25874833914958506,3.3071767113929607,36,201
test,B,12,age_mixed_candidate,all,future_response,stable,545,0,545,545,0,357,0.655045871559633,234.1795941583883,-80.50229648818484,0.42968732873098775,-0.1477106357581373,2.289210464535719,138,50
test,B,12,age_mixed_candidate,all,future_response,unknown,40,23,17,0,17,0,0.0,0.0,0.0,,,,0,0
test,B,12,age_mixed_candidate,all,training_response_support,below,27,0,27,27,0,2,0.07407407407407407,50.63347027207386,50.63347027207386,1.8753137137805131,1.8753137137805131,3.3071767113929607,0,25
test,B,12,age_mixed_candidate,all,training_response_support,within,1877,0,1877,1877,0,1315,0.7005860415556739,831.4254001984334,-125.229459636961,0.44295439541738596,-0.06671787940168407,5.648192778320721,315,247
test,B,12,age_mixed_candidate,all,training_response_support,above,12,0,12,12,0,0,0.0,75.20328340854769,-75.20328340854769,6.266940284045641,-6.266940284045641,7.606918439530505,12,0
test,B,12,age_mixed_candidate,all,training_response_support,unknown,40,23,17,0,17,0,0.0,0.0,0.0,,,,0,0
test,B,12,profile_A_control,level_ge_7m,known_trend,rising,101,3,98,98,0,30,0.30612244897959184,132.17780206561957,-46.338863182375015,1.3487530823022404,-0.47284554267729606,6.954338011942568,41,27
test,B,12,profile_A_control,level_ge_7m,known_trend,falling,70,4,66,66,0,25,0.3787878787878788,77.00390759019695,21.967551102963398,1.1667258725787415,0.3328416833782333,7.490605569710853,12,29
test,B,12,profile_A_control,level_ge_7m,known_trend,stable,82,11,71,71,0,30,0.4225352112676056,99.66212674064488,-66.4783011061381,1.4036919259245757,-0.9363141000864522,7.73061113139558,27,14
test,B,12,profile_A_control,level_ge_7m,known_trend,unknown,7,5,2,1,1,0,0.0,3.1441924560720516,3.1441924560720516,3.1441924560720516,3.1441924560720516,3.1441924560720516,0,1
test,B,12,profile_A_control,level_ge_7m,future_response,rising,105,0,105,105,0,27,0.2571428571428571,201.09587612428962,-145.97614278720008,1.9151988202313297,-1.390248978925715,7.73061113139558,60,18
test,B,12,profile_A_control,level_ge_7m,future_response,falling,109,0,109,109,0,44,0.4036697247706422,98.04534166509568,49.92037990482184,0.8994985473861988,0.4579851367414848,3.1566883586244057,19,46
test,B,12,profile_A_control,level_ge_7m,future_response,stable,22,0,22,22,0,14,0.6363636363636364,12.846811063148191,8.350342152900577,0.5839459574158269,0.3795610069500262,1.675914523952537,1,7
test,B,12,profile_A_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,12,profile_A_control,level_ge_7m,training_response_support,below,27,0,27,27,0,2,0.07407407407407407,48.924226130373484,48.924226130373484,1.812008375199018,1.812008375199018,3.1566883586244057,0,25
test,B,12,profile_A_control,level_ge_7m,training_response_support,within,197,0,197,197,0,83,0.4213197969543147,188.3322603705903,-61.89810450828144,0.9560013216781234,-0.3142035761841698,6.098998894370137,68,46
test,B,12,profile_A_control,level_ge_7m,training_response_support,above,12,0,12,12,0,0,0.0,74.7315423515697,-74.7315423515697,6.227628529297475,-6.227628529297475,7.73061113139558,12,0
test,B,12,profile_A_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,12,profile_B_control,level_ge_7m,known_trend,rising,101,3,98,98,0,28,0.2857142857142857,140.0926084253024,-51.082600222013276,1.4295164125030855,-0.5212510226736049,6.934914171589549,43,27
test,B,12,profile_B_control,level_ge_7m,known_trend,falling,70,4,66,66,0,27,0.4090909090909091,74.76471096024261,23.213115531012622,1.1327986509127668,0.3517138716820094,6.959959168263467,12,27
test,B,12,profile_B_control,level_ge_7m,known_trend,stable,82,11,71,71,0,22,0.30985915492957744,100.78127537208485,-72.47668014588666,1.4194545827054204,-1.0207983119138966,6.844932806541063,37,12
test,B,12,profile_B_control,level_ge_7m,known_trend,unknown,7,5,2,1,1,0,0.0,3.499668077005971,3.499668077005971,3.499668077005971,3.499668077005971,3.499668077005971,0,1
test,B,12,profile_B_control,level_ge_7m,future_response,rising,105,0,105,105,0,24,0.22857142857142856,203.1914389860741,-146.3988496192639,1.9351565617721342,-1.3942747582787038,6.959959168263467,63,18
test,B,12,profile_B_control,level_ge_7m,future_response,falling,109,0,109,109,0,41,0.3761467889908257,101.24740608081781,43.30323284199803,0.9288752851451175,0.3972773655229177,3.499668077005971,25,43
test,B,12,profile_B_control,level_ge_7m,future_response,stable,22,0,22,22,0,12,0.5454545454545454,14.699417767743956,6.2491200173845405,0.6681553530792708,0.2840509098811155,2.0033565724459557,4,6
test,B,12,profile_B_control,level_ge_7m,future_response,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,12,profile_B_control,level_ge_7m,training_response_support,below,27,0,27,27,0,3,0.1111111111111111,49.493283263223105,49.493283263223105,1.8330845653045595,1.8330845653045595,3.499668077005971,0,24
test,B,12,profile_B_control,level_ge_7m,training_response_support,within,197,0,197,197,0,74,0.3756345177664975,197.83684058849767,-74.5316410401894,1.0042479217690237,-0.3783332032496924,5.734760954829246,80,43
test,B,12,profile_B_control,level_ge_7m,training_response_support,above,12,0,12,12,0,0,0.0,71.80813898291508,-71.80813898291508,5.9840115819095905,-5.9840115819095905,6.959959168263467,12,0
test,B,12,profile_B_control,level_ge_7m,training_response_support,unknown,24,23,1,0,1,0,0.0,0.0,0.0,,,,0,0
test,B,12,mixed_profile_candidate,level_ge_7m,known_trend,rising,101,3,98,98,0,28,0.2857142857142857,139.96008124660494,-53.261438804301825,1.4281640943531118,-0.5434840694316513,7.083433782960599,46,24
test,B,12,mixed_profile_candidate,level_ge_7m,known_trend,falling,70,4,66,66,0,25,0.3787878787878788,80.75439850803069,21.492410313504735,1.2235514925459194,0.3256425805076475,7.508799780373497,13,28
test,B,12,mixed_profile_candidate,level_ge_7m,known_trend,stable,82,11,71,71,0,22,0.30985915492957744,102.9774437892525,-71.46788962302816,1.450386532242993,-1.0065899946905374,7.606918439530505,35,14
test,B,12,mixed_profile_candidate,level_ge_7m,known_trend,unknown,7,5,2,1,1,0,0.0,3.147223917433884,3.147223917433884,3.147223917433884,3.147223917433884,3.147223917433884,0,1
test,B,12,mixed_profile_candidate,level_ge_7m,future_response,rising,105,0,105,105,0,24,0.22857142857142856,208.39402087272703,-153.8580110919837,1.9847049606926384,-1.4653143913522257,7.606918439530505,67,14
test,B,12,mixed_profile_candidate,level_ge_7m,future_response,falling,109,0,109,109,0,39,0.3577981651376147,103.59761376615955,46.64935282854154,0.9504368235427482,0.42797571402331686,3.3071767113929607,25,45
