horizon_h,phase,subset,start_origin,end_origin,n,start_target,end_target,min_target_m,max_target_m,missing_features
1,train,high_target_ge_7m,2025-06-20T10:00:00-03:00,2025-06-20T10:00:00-03:00,1,2025-06-20T11:00:00-03:00,2025-06-20T11:00:00-03:00,9.01,9.01,86510000:dH4
1,train,high_target_ge_7m,2025-06-20T14:00:00-03:00,2025-06-20T14:00:00-03:00,1,2025-06-20T15:00:00-03:00,2025-06-20T15:00:00-03:00,9.06,9.06,86510000:dH8
1,train,high_target_ge_7m,2025-06-23T09:00:00-03:00,2025-06-23T09:00:00-03:00,1,2025-06-23T10:00:00-03:00,2025-06-23T10:00:00-03:00,7.07,7.07,86472600:dH2
1,train,high_target_ge_7m,2025-06-23T11:00:00-03:00,2025-06-23T11:00:00-03:00,1,2025-06-23T12:00:00-03:00,2025-06-23T12:00:00-03:00,8.11,8.11,86472600:dH4
1,train,high_target_ge_7m,2025-06-23T15:00:00-03:00,2025-06-23T15:00:00-03:00,1,2025-06-23T16:00:00-03:00,2025-06-23T16:00:00-03:00,10.36,10.36,86472600:dH8
1,train,high_target_ge_7m,2025-06-23T20:00:00-03:00,2025-06-23T21:00:00-03:00,2,2025-06-23T21:00:00-03:00,2025-06-23T22:00:00-03:00,11.4,11.41,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,train,high_target_ge_7m,2025-06-23T23:00:00-03:00,2025-06-25T03:00:00-03:00,29,2025-06-24T00:00:00-03:00,2025-06-25T04:00:00-03:00,7.18,11.37,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,train,high_target_ge_7m,2025-06-30T20:00:00-03:00,2025-07-01T16:00:00-03:00,21,2025-06-30T21:00:00-03:00,2025-07-01T17:00:00-03:00,7.05,10.1,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2025-10-03T19:00:00-03:00,2025-10-03T21:00:00-03:00,3,2025-10-03T20:00:00-03:00,2025-10-03T22:00:00-03:00,4.46,4.62,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH0.5
1,validation,all,2025-10-03T23:00:00-03:00,2025-10-03T23:00:00-03:00,1,2025-10-04T00:00:00-03:00,2025-10-04T00:00:00-03:00,4.49,4.49,86472600:dH4
1,validation,all,2025-10-04T03:00:00-03:00,2025-10-04T03:00:00-03:00,1,2025-10-04T04:00:00-03:00,2025-10-04T04:00:00-03:00,4.39,4.39,86472600:dH8
1,validation,all,2025-10-06T23:00:00-03:00,2025-10-07T00:00:00-03:00,2,2025-10-07T00:00:00-03:00,2025-10-07T01:00:00-03:00,4.94,5.0,86510000:dH1|86510000:dH2
1,validation,all,2025-10-07T02:00:00-03:00,2025-10-07T02:00:00-03:00,1,2025-10-07T03:00:00-03:00,2025-10-07T03:00:00-03:00,5.02,5.02,86510000:dH4
1,validation,all,2025-10-07T06:00:00-03:00,2025-10-07T06:00:00-03:00,1,2025-10-07T07:00:00-03:00,2025-10-07T07:00:00-03:00,4.99,4.99,86510000:dH8
1,validation,all,2025-10-09T07:00:00-03:00,2025-10-09T09:00:00-03:00,3,2025-10-09T08:00:00-03:00,2025-10-09T10:00:00-03:00,4.46,4.56,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2025-10-09T11:00:00-03:00,2025-10-09T11:00:00-03:00,1,2025-10-09T12:00:00-03:00,2025-10-09T12:00:00-03:00,4.38,4.38,86472600:dH4
1,validation,all,2025-10-09T15:00:00-03:00,2025-10-09T15:00:00-03:00,1,2025-10-09T16:00:00-03:00,2025-10-09T16:00:00-03:00,3.64,3.64,86472600:dH8
1,validation,all,2025-10-15T19:00:00-03:00,2025-10-16T06:00:00-03:00,12,2025-10-15T20:00:00-03:00,2025-10-16T07:00:00-03:00,1.62,3.19,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH0.5|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
1,validation,all,2025-10-17T22:00:00-03:00,2025-10-17T23:00:00-03:00,2,2025-10-17T23:00:00-03:00,2025-10-18T00:00:00-03:00,2.0,2.57,86510000:dH1|86510000:dH2
1,validation,all,2025-10-18T01:00:00-03:00,2025-10-18T01:00:00-03:00,1,2025-10-18T02:00:00-03:00,2025-10-18T02:00:00-03:00,3.2,3.2,86510000:dH4
1,validation,all,2025-10-18T05:00:00-03:00,2025-10-18T05:00:00-03:00,1,2025-10-18T06:00:00-03:00,2025-10-18T06:00:00-03:00,3.25,3.25,86510000:dH8
1,validation,all,2025-10-21T23:00:00-03:00,2025-10-22T00:00:00-03:00,2,2025-10-22T00:00:00-03:00,2025-10-22T01:00:00-03:00,1.54,1.57,86510000:dH0.5|86510000:dH1|86510000:dH2
1,validation,all,2025-10-22T02:00:00-03:00,2025-10-22T02:00:00-03:00,1,2025-10-22T03:00:00-03:00,2025-10-22T03:00:00-03:00,1.71,1.71,86510000:dH4
1,validation,all,2025-10-22T06:00:00-03:00,2025-10-22T06:00:00-03:00,1,2025-10-22T07:00:00-03:00,2025-10-22T07:00:00-03:00,2.27,2.27,86510000:dH8
1,validation,all,2025-10-23T02:00:00-03:00,2025-10-23T03:00:00-03:00,2,2025-10-23T03:00:00-03:00,2025-10-23T04:00:00-03:00,3.12,3.12,86510000:dH1|86510000:dH2
1,validation,all,2025-10-23T05:00:00-03:00,2025-10-23T05:00:00-03:00,1,2025-10-23T06:00:00-03:00,2025-10-23T06:00:00-03:00,2.97,2.97,86510000:dH4
1,validation,all,2025-10-23T09:00:00-03:00,2025-10-23T09:00:00-03:00,1,2025-10-23T10:00:00-03:00,2025-10-23T10:00:00-03:00,2.14,2.14,86510000:dH8
1,validation,all,2025-10-24T04:00:00-03:00,2025-10-24T05:00:00-03:00,2,2025-10-24T05:00:00-03:00,2025-10-24T06:00:00-03:00,2.47,2.66,86472600:dH1|86472600:dH2|86510000:dH1|86510000:dH2
1,validation,all,2025-10-24T07:00:00-03:00,2025-10-24T07:00:00-03:00,1,2025-10-24T08:00:00-03:00,2025-10-24T08:00:00-03:00,2.61,2.61,86472600:dH4|86510000:dH4
1,validation,all,2025-10-24T11:00:00-03:00,2025-10-24T11:00:00-03:00,1,2025-10-24T12:00:00-03:00,2025-10-24T12:00:00-03:00,2.59,2.59,86472600:dH8|86510000:dH8
1,validation,all,2025-10-28T00:00:00-03:00,2025-10-28T01:00:00-03:00,2,2025-10-28T01:00:00-03:00,2025-10-28T02:00:00-03:00,1.46,1.55,86472000:dH1|86472000:dH2|86510000:dH1|86510000:dH2
1,validation,all,2025-10-28T03:00:00-03:00,2025-10-28T03:00:00-03:00,1,2025-10-28T04:00:00-03:00,2025-10-28T04:00:00-03:00,2.06,2.06,86472000:dH4|86510000:dH4
1,validation,all,2025-10-28T07:00:00-03:00,2025-10-28T07:00:00-03:00,1,2025-10-28T08:00:00-03:00,2025-10-28T08:00:00-03:00,2.27,2.27,86472000:dH8|86510000:dH8
1,validation,all,2025-10-30T00:00:00-03:00,2025-10-30T01:00:00-03:00,2,2025-10-30T01:00:00-03:00,2025-10-30T02:00:00-03:00,2.31,2.64,86510000:dH1|86510000:dH2
1,validation,all,2025-10-30T03:00:00-03:00,2025-10-30T03:00:00-03:00,1,2025-10-30T04:00:00-03:00,2025-10-30T04:00:00-03:00,3.25,3.25,86510000:dH4
1,validation,all,2025-10-30T07:00:00-03:00,2025-10-30T07:00:00-03:00,1,2025-10-30T08:00:00-03:00,2025-10-30T08:00:00-03:00,3.55,3.55,86510000:dH8
1,validation,all,2025-11-02T02:00:00-03:00,2025-11-02T03:00:00-03:00,2,2025-11-02T03:00:00-03:00,2025-11-02T04:00:00-03:00,3.83,3.89,86472000:dH1|86472000:dH2|86472600:dH1|86472600:dH2|86500000:dH1|86500000:dH2|86510000:dH1|86510000:dH2
1,validation,all,2025-11-02T05:00:00-03:00,2025-11-02T05:00:00-03:00,1,2025-11-02T06:00:00-03:00,2025-11-02T06:00:00-03:00,3.68,3.68,86472000:dH4|86472600:dH4|86500000:dH4|86510000:dH4
1,validation,all,2025-11-02T09:00:00-03:00,2025-11-02T09:00:00-03:00,1,2025-11-02T10:00:00-03:00,2025-11-02T10:00:00-03:00,3.45,3.45,86472000:dH8|86472600:dH8|86500000:dH8|86510000:dH8
1,validation,all,2025-11-03T16:00:00-03:00,2025-11-03T16:00:00-03:00,1,2025-11-03T17:00:00-03:00,2025-11-03T17:00:00-03:00,2.79,2.79,86510000:dH0.5
1,validation,all,2025-11-04T16:00:00-03:00,2025-11-04T21:00:00-03:00,6,2025-11-04T17:00:00-03:00,2025-11-04T22:00:00-03:00,1.67,2.17,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
1,validation,all,2025-11-05T00:00:00-03:00,2025-11-05T01:00:00-03:00,2,2025-11-05T01:00:00-03:00,2025-11-05T02:00:00-03:00,2.08,2.28,86472000:dH8
1,validation,all,2025-11-06T00:00:00-03:00,2025-11-06T02:00:00-03:00,3,2025-11-06T01:00:00-03:00,2025-11-06T03:00:00-03:00,1.63,2.08,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH0.5
1,validation,all,2025-11-06T04:00:00-03:00,2025-11-06T04:00:00-03:00,1,2025-11-06T05:00:00-03:00,2025-11-06T05:00:00-03:00,2.23,2.23,86500000:dH4
1,validation,all,2025-11-06T08:00:00-03:00,2025-11-06T08:00:00-03:00,1,2025-11-06T09:00:00-03:00,2025-11-06T09:00:00-03:00,2.25,2.25,86500000:dH8
1,validation,all,2025-11-06T16:00:00-03:00,2025-11-06T18:00:00-03:00,3,2025-11-06T17:00:00-03:00,2025-11-06T19:00:00-03:00,1.78,2.05,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2025-11-06T20:00:00-03:00,2025-11-06T20:00:00-03:00,1,2025-11-06T21:00:00-03:00,2025-11-06T21:00:00-03:00,1.58,1.58,86472600:dH4
1,validation,all,2025-11-07T00:00:00-03:00,2025-11-07T00:00:00-03:00,1,2025-11-07T01:00:00-03:00,2025-11-07T01:00:00-03:00,1.96,1.96,86472600:dH8
1,validation,all,2025-11-09T23:00:00-03:00,2025-11-10T02:00:00-03:00,4,2025-11-10T00:00:00-03:00,2025-11-10T03:00:00-03:00,5.95,6.24,86510000:dH0.5|86510000:dH1|86510000:dH2|86510000:dH4
1,validation,all,2025-11-10T05:00:00-03:00,2025-11-10T06:00:00-03:00,2,2025-11-10T06:00:00-03:00,2025-11-10T07:00:00-03:00,5.67,5.74,86510000:dH8
1,validation,all,2025-11-11T23:00:00-03:00,2025-11-12T00:00:00-03:00,2,2025-11-12T00:00:00-03:00,2025-11-12T01:00:00-03:00,4.27,4.35,86510000:dH1|86510000:dH2
1,validation,all,2025-11-12T02:00:00-03:00,2025-11-12T02:00:00-03:00,1,2025-11-12T03:00:00-03:00,2025-11-12T03:00:00-03:00,4.31,4.31,86510000:dH4
1,validation,all,2025-11-12T06:00:00-03:00,2025-11-12T06:00:00-03:00,1,2025-11-12T07:00:00-03:00,2025-11-12T07:00:00-03:00,4.07,4.07,86510000:dH8
1,validation,all,2025-11-12T23:00:00-03:00,2025-11-12T23:00:00-03:00,1,2025-11-13T00:00:00-03:00,2025-11-13T00:00:00-03:00,3.52,3.52,86500000:dH1|86510000:dH0.5
1,validation,all,2025-11-13T02:00:00-03:00,2025-11-13T02:00:00-03:00,1,2025-11-13T03:00:00-03:00,2025-11-13T03:00:00-03:00,3.55,3.55,86500000:dH4
1,validation,all,2025-11-13T06:00:00-03:00,2025-11-13T06:00:00-03:00,1,2025-11-13T07:00:00-03:00,2025-11-13T07:00:00-03:00,3.49,3.49,86500000:dH8
1,validation,all,2025-11-13T13:00:00-03:00,2025-11-13T13:00:00-03:00,1,2025-11-13T14:00:00-03:00,2025-11-13T14:00:00-03:00,2.37,2.37,86500000:dH0.5
1,validation,all,2025-11-16T23:00:00-03:00,2025-11-17T00:00:00-03:00,2,2025-11-17T00:00:00-03:00,2025-11-17T01:00:00-03:00,1.62,1.84,86472600:dH1|86472600:dH2|86510000:dH1|86510000:dH2
1,validation,all,2025-11-17T02:00:00-03:00,2025-11-17T02:00:00-03:00,1,2025-11-17T03:00:00-03:00,2025-11-17T03:00:00-03:00,2.74,2.74,86472600:dH4|86510000:dH4
1,validation,all,2025-11-17T06:00:00-03:00,2025-11-17T06:00:00-03:00,1,2025-11-17T07:00:00-03:00,2025-11-17T07:00:00-03:00,3.29,3.29,86472600:dH8|86510000:dH8
1,validation,all,2025-11-18T00:00:00-03:00,2025-11-18T01:00:00-03:00,2,2025-11-18T01:00:00-03:00,2025-11-18T02:00:00-03:00,3.03,3.07,86510000:dH1|86510000:dH2
1,validation,all,2025-11-18T03:00:00-03:00,2025-11-18T03:00:00-03:00,1,2025-11-18T04:00:00-03:00,2025-11-18T04:00:00-03:00,3.14,3.14,86510000:dH4
1,validation,all,2025-11-18T07:00:00-03:00,2025-11-18T07:00:00-03:00,1,2025-11-18T08:00:00-03:00,2025-11-18T08:00:00-03:00,3.0,3.0,86510000:dH8
1,validation,all,2025-11-19T23:00:00-03:00,2025-11-20T00:00:00-03:00,2,2025-11-20T00:00:00-03:00,2025-11-20T01:00:00-03:00,1.62,1.7,86510000:dH1|86510000:dH2
1,validation,all,2025-11-20T02:00:00-03:00,2025-11-20T02:00:00-03:00,1,2025-11-20T03:00:00-03:00,2025-11-20T03:00:00-03:00,2.41,2.41,86510000:dH4
1,validation,all,2025-11-20T06:00:00-03:00,2025-11-20T06:00:00-03:00,1,2025-11-20T07:00:00-03:00,2025-11-20T07:00:00-03:00,2.7,2.7,86510000:dH8
1,validation,all,2025-11-29T23:00:00-03:00,2025-11-30T00:00:00-03:00,2,2025-11-30T00:00:00-03:00,2025-11-30T01:00:00-03:00,1.15,1.19,86510000:dH1|86510000:dH2
1,validation,all,2025-11-30T02:00:00-03:00,2025-11-30T02:00:00-03:00,1,2025-11-30T03:00:00-03:00,2025-11-30T03:00:00-03:00,1.28,1.28,86510000:dH4
1,validation,all,2025-11-30T06:00:00-03:00,2025-11-30T06:00:00-03:00,1,2025-11-30T07:00:00-03:00,2025-11-30T07:00:00-03:00,1.99,1.99,86510000:dH8
1,validation,all,2025-11-30T22:00:00-03:00,2025-12-01T00:00:00-03:00,3,2025-11-30T23:00:00-03:00,2025-12-01T01:00:00-03:00,0.99,1.04,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86510000:dH0.5
1,validation,all,2025-12-01T02:00:00-03:00,2025-12-01T02:00:00-03:00,1,2025-12-01T03:00:00-03:00,2025-12-01T03:00:00-03:00,1.09,1.09,86472000:dH4
1,validation,all,2025-12-01T06:00:00-03:00,2025-12-01T06:00:00-03:00,1,2025-12-01T07:00:00-03:00,2025-12-01T07:00:00-03:00,1.96,1.96,86472000:dH8
1,validation,all,2025-12-01T22:00:00-03:00,2025-12-01T22:00:00-03:00,1,2025-12-01T23:00:00-03:00,2025-12-01T23:00:00-03:00,1.06,1.06,86510000:dH0.5
1,validation,all,2025-12-08T14:00:00-03:00,2025-12-08T16:00:00-03:00,3,2025-12-08T15:00:00-03:00,2025-12-08T17:00:00-03:00,1.42,1.5,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2025-12-08T18:00:00-03:00,2025-12-08T18:00:00-03:00,1,2025-12-08T19:00:00-03:00,2025-12-08T19:00:00-03:00,1.32,1.32,86472600:dH4
1,validation,all,2025-12-08T23:00:00-03:00,2025-12-09T00:00:00-03:00,2,2025-12-09T00:00:00-03:00,2025-12-09T01:00:00-03:00,1.11,1.12,86472000:dH1|86472000:dH2|86510000:dH0.5
1,validation,all,2025-12-09T02:00:00-03:00,2025-12-09T02:00:00-03:00,1,2025-12-09T03:00:00-03:00,2025-12-09T03:00:00-03:00,1.1,1.1,86472000:dH4
1,validation,all,2025-12-09T06:00:00-03:00,2025-12-09T06:00:00-03:00,1,2025-12-09T07:00:00-03:00,2025-12-09T07:00:00-03:00,1.5,1.5,86472000:dH8
1,validation,all,2025-12-09T14:00:00-03:00,2025-12-09T16:00:00-03:00,3,2025-12-09T15:00:00-03:00,2025-12-09T17:00:00-03:00,1.95,2.03,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,validation,all,2025-12-09T18:00:00-03:00,2025-12-09T18:00:00-03:00,1,2025-12-09T19:00:00-03:00,2025-12-09T19:00:00-03:00,2.11,2.11,86500000:dH4
1,validation,all,2025-12-09T22:00:00-03:00,2025-12-09T22:00:00-03:00,1,2025-12-09T23:00:00-03:00,2025-12-09T23:00:00-03:00,2.11,2.11,86500000:dH8
1,validation,all,2025-12-10T22:00:00-03:00,2025-12-11T00:00:00-03:00,3,2025-12-10T23:00:00-03:00,2025-12-11T01:00:00-03:00,3.52,3.53,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH0.5|86510000:dH1|86510000:dH2
1,validation,all,2025-12-11T02:00:00-03:00,2025-12-11T02:00:00-03:00,1,2025-12-11T03:00:00-03:00,2025-12-11T03:00:00-03:00,3.53,3.53,86472600:dH4|86510000:dH1
1,validation,all,2025-12-11T04:00:00-03:00,2025-12-11T04:00:00-03:00,1,2025-12-11T05:00:00-03:00,2025-12-11T05:00:00-03:00,3.61,3.61,86510000:dH1
1,validation,all,2025-12-11T06:00:00-03:00,2025-12-11T07:00:00-03:00,2,2025-12-11T07:00:00-03:00,2025-12-11T08:00:00-03:00,3.69,3.71,86472600:dH8|86510000:dH0.5|86510000:dH1|86510000:dH2|86510000:dH4
1,validation,all,2025-12-11T09:00:00-03:00,2025-12-11T09:00:00-03:00,1,2025-12-11T10:00:00-03:00,2025-12-11T10:00:00-03:00,3.71,3.71,86510000:dH4|86510000:dH8
1,validation,all,2025-12-11T11:00:00-03:00,2025-12-11T11:00:00-03:00,1,2025-12-11T12:00:00-03:00,2025-12-11T12:00:00-03:00,3.69,3.69,86510000:dH8
1,validation,all,2025-12-11T13:00:00-03:00,2025-12-11T13:00:00-03:00,1,2025-12-11T14:00:00-03:00,2025-12-11T14:00:00-03:00,3.58,3.58,86510000:dH8
1,validation,all,2025-12-11T17:00:00-03:00,2025-12-11T21:00:00-03:00,5,2025-12-11T18:00:00-03:00,2025-12-11T22:00:00-03:00,2.43,3.07,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8
1,validation,all,2025-12-11T23:00:00-03:00,2025-12-12T02:00:00-03:00,4,2025-12-12T00:00:00-03:00,2025-12-12T03:00:00-03:00,3.77,3.95,86472600:dH8|86510000:dH1|86510000:dH2|86510000:dH4
1,validation,all,2025-12-12T06:00:00-03:00,2025-12-12T06:00:00-03:00,1,2025-12-12T07:00:00-03:00,2025-12-12T07:00:00-03:00,3.79,3.79,86510000:dH8
1,validation,all,2025-12-15T00:00:00-03:00,2025-12-15T01:00:00-03:00,2,2025-12-15T01:00:00-03:00,2025-12-15T02:00:00-03:00,2.5,2.81,86510000:dH1|86510000:dH2
1,validation,all,2025-12-15T03:00:00-03:00,2025-12-15T03:00:00-03:00,1,2025-12-15T04:00:00-03:00,2025-12-15T04:00:00-03:00,3.04,3.04,86510000:dH4
1,validation,all,2025-12-15T07:00:00-03:00,2025-12-15T07:00:00-03:00,1,2025-12-15T08:00:00-03:00,2025-12-15T08:00:00-03:00,3.11,3.11,86510000:dH8
1,validation,all,2025-12-15T23:00:00-03:00,2025-12-15T23:00:00-03:00,1,2025-12-16T00:00:00-03:00,2025-12-16T00:00:00-03:00,2.32,2.32,86510000:dH0.5
1,validation,all,2025-12-21T02:00:00-03:00,2025-12-21T03:00:00-03:00,2,2025-12-21T03:00:00-03:00,2025-12-21T04:00:00-03:00,1.21,1.35,86472600:dH1|86472600:dH2|86510000:dH1|86510000:dH2
1,validation,all,2025-12-21T05:00:00-03:00,2025-12-21T05:00:00-03:00,1,2025-12-21T06:00:00-03:00,2025-12-21T06:00:00-03:00,1.53,1.53,86472600:dH4|86510000:dH4
1,validation,all,2025-12-21T09:00:00-03:00,2025-12-21T09:00:00-03:00,1,2025-12-21T10:00:00-03:00,2025-12-21T10:00:00-03:00,1.59,1.59,86472600:dH8|86510000:dH8
1,validation,all,2025-12-27T23:00:00-03:00,2025-12-28T02:00:00-03:00,4,2025-12-28T00:00:00-03:00,2025-12-28T03:00:00-03:00,3.75,3.99,86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH1|86510000:dH2|86510000:dH4
1,validation,all,2025-12-28T04:00:00-03:00,2025-12-28T04:00:00-03:00,1,2025-12-28T05:00:00-03:00,2025-12-28T05:00:00-03:00,3.97,3.97,86472600:dH4
1,validation,all,2025-12-28T06:00:00-03:00,2025-12-28T06:00:00-03:00,1,2025-12-28T07:00:00-03:00,2025-12-28T07:00:00-03:00,3.98,3.98,86510000:dH8
1,validation,all,2025-12-28T08:00:00-03:00,2025-12-28T08:00:00-03:00,1,2025-12-28T09:00:00-03:00,2025-12-28T09:00:00-03:00,3.99,3.99,86472600:dH8
1,validation,all,2025-12-29T00:00:00-03:00,2025-12-29T01:00:00-03:00,2,2025-12-29T01:00:00-03:00,2025-12-29T02:00:00-03:00,3.32,3.56,86510000:dH1|86510000:dH2
1,validation,all,2025-12-29T03:00:00-03:00,2025-12-29T04:00:00-03:00,2,2025-12-29T04:00:00-03:00,2025-12-29T05:00:00-03:00,3.73,3.78,86510000:dH1|86510000:dH2|86510000:dH4
1,validation,all,2025-12-29T06:00:00-03:00,2025-12-29T07:00:00-03:00,2,2025-12-29T07:00:00-03:00,2025-12-29T08:00:00-03:00,3.85,3.86,86510000:dH4|86510000:dH8
1,validation,all,2025-12-29T10:00:00-03:00,2025-12-29T10:00:00-03:00,1,2025-12-29T11:00:00-03:00,2025-12-29T11:00:00-03:00,3.95,3.95,86510000:dH8
1,validation,all,2025-12-30T00:00:00-03:00,2025-12-30T01:00:00-03:00,2,2025-12-30T01:00:00-03:00,2025-12-30T02:00:00-03:00,3.82,3.82,86510000:dH0.5
1,validation,all,2025-12-31T00:00:00-03:00,2025-12-31T00:00:00-03:00,1,2025-12-31T01:00:00-03:00,2025-12-31T01:00:00-03:00,3.62,3.62,86510000:dH0.5
1,validation,all,2025-12-31T22:00:00-03:00,2025-12-31T22:00:00-03:00,1,2025-12-31T23:00:00-03:00,2025-12-31T23:00:00-03:00,4.47,4.47,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,validation,all,2026-01-01T01:00:00-03:00,2026-01-01T23:00:00-03:00,23,2026-01-01T02:00:00-03:00,2026-01-02T00:00:00-03:00,3.49,5.27,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH2|86510000:dH4|86510000:dH8
1,validation,all,2026-01-02T01:00:00-03:00,2026-01-03T21:00:00-03:00,45,2026-01-02T02:00:00-03:00,2026-01-03T22:00:00-03:00,2.45,4.82,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
1,validation,all,2026-01-03T23:00:00-03:00,2026-01-09T00:00:00-03:00,122,2026-01-04T00:00:00-03:00,2026-01-09T01:00:00-03:00,1.53,3.89,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH0.5
1,validation,all,2026-01-09T02:00:00-03:00,2026-01-10T01:00:00-03:00,24,2026-01-09T03:00:00-03:00,2026-01-10T02:00:00-03:00,1.69,2.16,86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8
1,validation,all,2026-01-12T00:00:00-03:00,2026-01-12T05:00:00-03:00,6,2026-01-12T01:00:00-03:00,2026-01-12T06:00:00-03:00,2.72,3.34,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
1,validation,all,2026-01-12T08:00:00-03:00,2026-01-12T09:00:00-03:00,2,2026-01-12T09:00:00-03:00,2026-01-12T10:00:00-03:00,3.25,3.28,86472000:dH8
1,validation,all,2026-01-19T00:00:00-03:00,2026-01-19T00:00:00-03:00,1,2026-01-19T01:00:00-03:00,2026-01-19T01:00:00-03:00,2.27,2.27,86510000:dH0.5
1,validation,all,2026-01-21T05:00:00-03:00,2026-01-21T06:00:00-03:00,2,2026-01-21T06:00:00-03:00,2026-01-21T07:00:00-03:00,2.12,2.16,86510000:dH1|86510000:dH2
1,validation,all,2026-01-21T08:00:00-03:00,2026-01-21T08:00:00-03:00,1,2026-01-21T09:00:00-03:00,2026-01-21T09:00:00-03:00,2.17,2.17,86510000:dH4
1,validation,all,2026-01-21T12:00:00-03:00,2026-01-21T12:00:00-03:00,1,2026-01-21T13:00:00-03:00,2026-01-21T13:00:00-03:00,2.09,2.09,86510000:dH8
1,validation,all,2026-01-21T16:00:00-03:00,2026-01-21T17:00:00-03:00,2,2026-01-21T17:00:00-03:00,2026-01-21T18:00:00-03:00,1.95,2.01,86510000:dH1|86510000:dH2
1,validation,all,2026-01-21T19:00:00-03:00,2026-01-21T19:00:00-03:00,1,2026-01-21T20:00:00-03:00,2026-01-21T20:00:00-03:00,1.77,1.77,86510000:dH4
1,validation,all,2026-01-21T23:00:00-03:00,2026-01-21T23:00:00-03:00,1,2026-01-22T00:00:00-03:00,2026-01-22T00:00:00-03:00,1.45,1.45,86510000:dH8
1,validation,all,2026-01-22T15:00:00-03:00,2026-01-22T20:00:00-03:00,6,2026-01-22T16:00:00-03:00,2026-01-22T21:00:00-03:00,1.64,1.9,86472000:H|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8
1,validation,all,2026-01-22T23:00:00-03:00,2026-01-23T03:00:00-03:00,5,2026-01-23T00:00:00-03:00,2026-01-23T04:00:00-03:00,1.34,1.79,86472000:dH8|86472600:H|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86510000:dH1|86510000:dH2|86510000:dH4
1,validation,all,2026-01-23T06:00:00-03:00,2026-01-23T07:00:00-03:00,2,2026-01-23T07:00:00-03:00,2026-01-23T08:00:00-03:00,2.26,2.27,86472600:dH8|86510000:dH8
