horizon_h,phase,origin,target_time,base_m,target_m,high_target_ge_7m,missing_feature_indices,missing_features
1,test,2026-07-10T20:00:00-03:00,2026-07-10T21:00:00-03:00,1.9,1.78,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-10T21:00:00-03:00,2026-07-10T22:00:00-03:00,1.8,1.75,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-10T22:00:00-03:00,2026-07-10T23:00:00-03:00,1.75,2.12,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-10T23:00:00-03:00,2026-07-11T00:00:00-03:00,1.96,2.85,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T00:00:00-03:00,2026-07-11T01:00:00-03:00,2.69,3.27,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T01:00:00-03:00,2026-07-11T02:00:00-03:00,3.19,3.44,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T02:00:00-03:00,2026-07-11T03:00:00-03:00,3.41,3.49,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T03:00:00-03:00,2026-07-11T04:00:00-03:00,3.49,3.48,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T04:00:00-03:00,2026-07-11T05:00:00-03:00,3.48,3.43,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T05:00:00-03:00,2026-07-11T06:00:00-03:00,3.44,3.38,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T06:00:00-03:00,2026-07-11T07:00:00-03:00,3.39,3.31,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T07:00:00-03:00,2026-07-11T08:00:00-03:00,3.33,3.26,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T08:00:00-03:00,2026-07-11T09:00:00-03:00,3.27,3.21,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T09:00:00-03:00,2026-07-11T10:00:00-03:00,3.22,3.17,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T10:00:00-03:00,2026-07-11T11:00:00-03:00,3.17,3.14,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T11:00:00-03:00,2026-07-11T12:00:00-03:00,3.14,3.12,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T12:00:00-03:00,2026-07-11T13:00:00-03:00,3.12,3.04,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T13:00:00-03:00,2026-07-11T14:00:00-03:00,3.07,2.88,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T14:00:00-03:00,2026-07-11T15:00:00-03:00,2.93,2.67,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T15:00:00-03:00,2026-07-11T16:00:00-03:00,2.72,2.44,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T16:00:00-03:00,2026-07-11T17:00:00-03:00,2.5,2.24,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T17:00:00-03:00,2026-07-11T18:00:00-03:00,2.29,2.05,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T18:00:00-03:00,2026-07-11T19:00:00-03:00,2.09,1.9,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T19:00:00-03:00,2026-07-11T20:00:00-03:00,1.93,1.77,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T20:00:00-03:00,2026-07-11T21:00:00-03:00,1.8,1.67,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T21:00:00-03:00,2026-07-11T22:00:00-03:00,1.69,1.58,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T22:00:00-03:00,2026-07-11T23:00:00-03:00,1.6,1.53,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-11T23:00:00-03:00,2026-07-12T00:00:00-03:00,1.54,1.68,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T00:00:00-03:00,2026-07-12T01:00:00-03:00,1.58,2.52,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T01:00:00-03:00,2026-07-12T02:00:00-03:00,2.3,3.12,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T02:00:00-03:00,2026-07-12T03:00:00-03:00,3.01,3.36,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T03:00:00-03:00,2026-07-12T04:00:00-03:00,3.32,3.45,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T04:00:00-03:00,2026-07-12T05:00:00-03:00,3.43,3.46,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T05:00:00-03:00,2026-07-12T06:00:00-03:00,3.46,3.44,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T06:00:00-03:00,2026-07-12T07:00:00-03:00,3.45,3.41,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T07:00:00-03:00,2026-07-12T08:00:00-03:00,3.42,3.37,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T08:00:00-03:00,2026-07-12T09:00:00-03:00,3.38,3.32,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T09:00:00-03:00,2026-07-12T10:00:00-03:00,3.34,3.29,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T10:00:00-03:00,2026-07-12T11:00:00-03:00,3.29,3.25,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T11:00:00-03:00,2026-07-12T12:00:00-03:00,3.26,3.17,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T12:00:00-03:00,2026-07-12T13:00:00-03:00,3.19,3.01,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T13:00:00-03:00,2026-07-12T14:00:00-03:00,3.05,2.79,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T14:00:00-03:00,2026-07-12T15:00:00-03:00,2.84,2.56,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T15:00:00-03:00,2026-07-12T16:00:00-03:00,2.61,2.35,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T16:00:00-03:00,2026-07-12T17:00:00-03:00,2.39,2.18,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T17:00:00-03:00,2026-07-12T18:00:00-03:00,2.22,2.05,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T18:00:00-03:00,2026-07-12T19:00:00-03:00,2.08,1.96,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T19:00:00-03:00,2026-07-12T20:00:00-03:00,1.98,1.89,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T20:00:00-03:00,2026-07-12T21:00:00-03:00,1.91,1.85,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T21:00:00-03:00,2026-07-12T22:00:00-03:00,1.86,1.85,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T22:00:00-03:00,2026-07-12T23:00:00-03:00,1.84,2.22,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-12T23:00:00-03:00,2026-07-13T00:00:00-03:00,2.05,3.16,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T00:00:00-03:00,2026-07-13T01:00:00-03:00,2.95,3.71,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T01:00:00-03:00,2026-07-13T02:00:00-03:00,3.61,3.93,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T02:00:00-03:00,2026-07-13T03:00:00-03:00,3.89,3.98,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T03:00:00-03:00,2026-07-13T04:00:00-03:00,3.98,3.95,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T04:00:00-03:00,2026-07-13T05:00:00-03:00,3.96,3.89,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T05:00:00-03:00,2026-07-13T06:00:00-03:00,3.91,3.81,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T06:00:00-03:00,2026-07-13T07:00:00-03:00,3.83,3.74,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T07:00:00-03:00,2026-07-13T08:00:00-03:00,3.76,3.68,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T08:00:00-03:00,2026-07-13T09:00:00-03:00,3.7,3.63,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T09:00:00-03:00,2026-07-13T10:00:00-03:00,3.64,3.59,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T10:00:00-03:00,2026-07-13T11:00:00-03:00,3.6,3.56,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T11:00:00-03:00,2026-07-13T12:00:00-03:00,3.57,3.54,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T12:00:00-03:00,2026-07-13T13:00:00-03:00,3.55,3.52,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T13:00:00-03:00,2026-07-13T14:00:00-03:00,3.52,3.5,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T14:00:00-03:00,2026-07-13T15:00:00-03:00,3.5,3.47,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T15:00:00-03:00,2026-07-13T16:00:00-03:00,3.48,3.45,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T16:00:00-03:00,2026-07-13T17:00:00-03:00,3.46,3.43,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T17:00:00-03:00,2026-07-13T18:00:00-03:00,3.44,3.42,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T18:00:00-03:00,2026-07-13T19:00:00-03:00,3.42,3.4,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T19:00:00-03:00,2026-07-13T20:00:00-03:00,3.41,3.39,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T20:00:00-03:00,2026-07-13T21:00:00-03:00,3.39,3.37,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T21:00:00-03:00,2026-07-13T22:00:00-03:00,3.38,3.35,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T22:00:00-03:00,2026-07-13T23:00:00-03:00,3.36,3.33,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-13T23:00:00-03:00,2026-07-14T00:00:00-03:00,3.34,3.31,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T00:00:00-03:00,2026-07-14T01:00:00-03:00,3.31,3.28,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T01:00:00-03:00,2026-07-14T02:00:00-03:00,3.29,3.26,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T02:00:00-03:00,2026-07-14T03:00:00-03:00,3.27,3.24,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T03:00:00-03:00,2026-07-14T04:00:00-03:00,3.25,3.23,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T04:00:00-03:00,2026-07-14T05:00:00-03:00,3.23,3.21,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T05:00:00-03:00,2026-07-14T06:00:00-03:00,3.22,3.2,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T06:00:00-03:00,2026-07-14T07:00:00-03:00,3.21,3.19,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T07:00:00-03:00,2026-07-14T08:00:00-03:00,3.19,3.18,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T08:00:00-03:00,2026-07-14T09:00:00-03:00,3.19,3.18,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T09:00:00-03:00,2026-07-14T10:00:00-03:00,3.18,3.17,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T10:00:00-03:00,2026-07-14T11:00:00-03:00,3.17,3.16,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T11:00:00-03:00,2026-07-14T12:00:00-03:00,3.16,3.15,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T12:00:00-03:00,2026-07-14T13:00:00-03:00,3.15,3.14,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T13:00:00-03:00,2026-07-14T14:00:00-03:00,3.14,3.08,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T14:00:00-03:00,2026-07-14T15:00:00-03:00,3.1,2.94,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T15:00:00-03:00,2026-07-14T16:00:00-03:00,2.99,2.74,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T16:00:00-03:00,2026-07-14T17:00:00-03:00,2.79,2.51,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T17:00:00-03:00,2026-07-14T18:00:00-03:00,2.57,2.31,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T18:00:00-03:00,2026-07-14T19:00:00-03:00,2.35,2.12,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T19:00:00-03:00,2026-07-14T20:00:00-03:00,2.16,1.97,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T20:00:00-03:00,2026-07-14T21:00:00-03:00,2.0,1.86,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T21:00:00-03:00,2026-07-14T22:00:00-03:00,1.88,1.78,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T22:00:00-03:00,2026-07-14T23:00:00-03:00,1.79,1.86,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-14T23:00:00-03:00,2026-07-15T00:00:00-03:00,1.8,2.57,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T00:00:00-03:00,2026-07-15T01:00:00-03:00,2.35,3.23,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T01:00:00-03:00,2026-07-15T02:00:00-03:00,3.11,3.53,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T02:00:00-03:00,2026-07-15T03:00:00-03:00,3.48,3.62,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T03:00:00-03:00,2026-07-15T04:00:00-03:00,3.61,3.62,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T04:00:00-03:00,2026-07-15T05:00:00-03:00,3.63,3.58,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T05:00:00-03:00,2026-07-15T06:00:00-03:00,3.59,3.52,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T06:00:00-03:00,2026-07-15T07:00:00-03:00,3.54,3.45,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T07:00:00-03:00,2026-07-15T08:00:00-03:00,3.47,3.39,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T08:00:00-03:00,2026-07-15T09:00:00-03:00,3.41,3.34,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T09:00:00-03:00,2026-07-15T10:00:00-03:00,3.35,3.29,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T10:00:00-03:00,2026-07-15T11:00:00-03:00,3.3,3.25,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T11:00:00-03:00,2026-07-15T12:00:00-03:00,3.26,3.21,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T12:00:00-03:00,2026-07-15T13:00:00-03:00,3.22,3.15,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T13:00:00-03:00,2026-07-15T14:00:00-03:00,3.17,3.01,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T14:00:00-03:00,2026-07-15T15:00:00-03:00,3.05,2.8,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T15:00:00-03:00,2026-07-15T16:00:00-03:00,2.86,2.57,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-15T16:00:00-03:00,2026-07-15T17:00:00-03:00,2.62,2.33,False,18|19|20|21|22|23,86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-16T11:00:00-03:00,2026-07-16T12:00:00-03:00,3.06,3.04,False,1|2|3|4|5|7|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23,86510000:dH0.5|86510000:dH1|86510000:dH2|86510000:dH4|86510000:dH8|86472000:dH0.5|86472000:dH1|86472000:dH2|86472000:dH4|86472000:dH8|86472600:dH0.5|86472600:dH1|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-16T12:00:00-03:00,2026-07-16T13:00:00-03:00,3.04,3.01,False,3|4|5|9|10|11|15|16|17|18|19|20|21|22|23,86510000:dH2|86510000:dH4|86510000:dH8|86472000:dH2|86472000:dH4|86472000:dH8|86472600:dH2|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-16T13:00:00-03:00,2026-07-16T14:00:00-03:00,3.02,2.96,False,4|5|10|11|16|17|18|19|20|21|22|23,86510000:dH4|86510000:dH8|86472000:dH4|86472000:dH8|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-16T14:00:00-03:00,2026-07-16T15:00:00-03:00,2.98,2.83,False,4|5|10|11|16|17|18|19|20|21|22|23,86510000:dH4|86510000:dH8|86472000:dH4|86472000:dH8|86472600:dH4|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-16T15:00:00-03:00,2026-07-16T16:00:00-03:00,2.87,2.63,False,5|11|17|18|19|20|21|22|23,86510000:dH8|86472000:dH8|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-16T16:00:00-03:00,2026-07-16T17:00:00-03:00,2.69,2.42,False,5|11|17|18|19|20|21|22|23,86510000:dH8|86472000:dH8|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
1,test,2026-07-16T17:00:00-03:00,2026-07-16T18:00:00-03:00,2.47,2.22,False,5|11|17|18|19|20|21|22|23,86510000:dH8|86472000:dH8|86472600:dH8|86500000:H|86500000:dH0.5|86500000:dH1|86500000:dH2|86500000:dH4|86500000:dH8
